Tweet,Target,Stance,Opinion Towards,Sentiment,Tweet Id
#DrFauci has been awfully quiet during these #protests. #COVID19 #coronavirus #Floyd,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1268757567196594179
@TX_WalkerRanger I do not think he is a fraud. I KNOW he is a fraud! #faucifraud #FauciTheFraud,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289623318253862912
If a doctor was a wrong about your health constantly. “This medication won’t work” “You’ll be fine” “Your going to die in 2 months” Would you keep your doctor?,fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1284638520984862722
@jaketapper Then maybe you should talk to the DOCTOR who said masks weren’t needed in February &amp; March!!!!!!   #DrFauci,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282299433900703744
@FieldofFight I believe Fauci is a fraud!!,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290430296555261952
"These #CoronaVirus doctors are not right in the head!  That just fell out of my mouth!  
#DrBirx #DrFauci 

#coronavirus #ChineseVirus #Quarantine",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1247661496462651394
"²/³February 
-Fauci was wrong about the first coronavirus death (it was the 6th, not the 29th)
-29th:Fauci said movies, gyms and malls are ok.
""Dr. Fauci"" Ratings #FauciIsAHero",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282704113390817280
@keenhaboo @HillaryClinton #CommunistChina is responsible for the spread &amp; the origins of the #WuhanCoronaVirus not one single  American citizen is responsible. #DrFauci &amp; the #CDC seem to have have no more information then they did 5 months ago. Except #Fauci flip flopping on #FaceMasks,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1278304659430674432
@SaraCarterDC BS this guy has created chaos in the country!! Enough with games being glorified and real people being trapped in their homes masked !!,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285365105413292032
@chuckwoolery @TTysonToni1 @gatewaypundit This is all part of a large misinformation campaign. Trying to classify as many deaths as possible in the category of Coronavirus makes the numbers inflated and distorted. It also wreaks of politics.,fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1246943687256543233
Any business owner I know would fire any employer as incompetent as #DrFauci #EndTheShutdown #BacktoWorkAmerica #Covid_19 #COVIDー19 #ChineseVirus #coronavirus #COVID__19 #BackToWork #PoliceState #TrustTrump #theresaplan #heknows #Wuhan #ChinaLiedAndPeopleDied #ChinaVirus #China,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1249412422043131906
Hey @NIH @NIAIDNews #DrFauci needs to get off the #vaccine train and focus on therapies that can be available now or asap! #coronavirus #makeamericahealthyagain,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1270804821516398594
"DemocRATs live on racism, so here you go, Fauci is the dumbest white man God every created! @realDonaldTrump @MAGA @KAG @NRA @RNC @DNC @FoxNews @CNN #TrumpTrain2020 #COVID19 #CoVFeFe  #DemocratsHateAmerica",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1260424483141234695
".@POTUS .@realDonaldTrump .@VP .@Mike_Pence No that little dip-shit #DrFauci, didn’t just turn this whole #CoronaVirus hysteria into a racial debate?:confounded::rage:

I didn’t know a #Virus chose it’s host based off the pigment of a person’s skin. That guy....:man_facepalming:

#CoronaVirusUpdate #COVID19",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1249819805563191297
"@MsGambino1 @TrumpT1776 @Jim_Jordan I can't stomach #Fauci. His voice is like fingernails on a chalkboard.
#FireFauci",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289450131977195522
@IngrahamAngle Ask Dr Judy Mikovits how corrupt Dr Fraudci is???,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286354441273212934
"Been reading that people are finally starting to call out #Fauci.

Wonder what was the straw the broke the camels back?

Was it when he lied about the models? Or the masks? Perhaps when he lied about HCQ? 

Or was it the millions of dollars he sent to Wuhan lab?",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284470801757024257
@8rareddy Classic!  The king of #COVID19 I’m sure they all got a chuckle out of that one.   Have you looked at this mans background and crimes against humanity?  #FauciFraud,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287288070857994241
"The definition of insanity is doing the same thing over and over, getting the same result, then denying the process. #HCQCURES #Hydroxychloroquine #FauciFraud",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290280675036352513
"#DrFauci lied about needing masks early on because he wanted medical workers to have supplies. Has anyone asked him how many citizens died because he made them feel masks weren't necessary?  
#COVIDー19 #MaskUp morons
#Scamdemic #FakeNews #FakeNumbers #Qanon #WWG1WGA",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1278453157715218434
How does #DrFauci know that #socialdistancing stops #coronavirus or any :microbe:? This is first time ever when humans do this experiment. Also how does he know that #StayHome works too? Are there studies say that these methods help to stop pandemics? I hear this for the first time.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1245519066124648448
@michaeljknowles Hahaha! Out in the MIDDLE of a field wearing a mask. Seated in bleachers - No Mask. Ridulous #Hypocrites. #FauciFraud #FauciFraud,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287817138405875712
@Susicuespin @toddgillman @mmcauliff Masks don’t save@lives.,fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1281443536861184001
@alexsalvinews Guy needs some vitamins and healthy food and some regular exercise. It appears he has the ‘Uncoordinated’ virus. This is purely due to lack of growth from Wearing a mask and too many vaccines. Get well soon,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286455374183161856
"@koa_zar @ezrateach @Rasmussen_Poll Once the actual numbers of corona virus deaths are released, there will be an uproar! We the people have been lied to from day one about this virus. Fake numbers on deaths and infection rates. #Plandemic",fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287183559539806210
@Joe_superhandym @AndreaKhne1 #DrFauci gave total of $7.4 Million to Wuhan lab for research on how to migrate corona virus from bats to human.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1256170000026460160
Love this COVID surge. Didn't take #DrFauci and #MSM long to get back to this? They will try everything to lock us down again. Mandating masks and stopping travel is just the beginning ....,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1276276561335824384
"@realDonaldTrump Dr. Fauci, FDA, CDC is letting sick Americans die because there waiting on this vaccine??? #HCQW0RKS 
Dr's hands are being tied!
Who is going to profit from this miracle vaccine?",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289733170871414786
"When a commercial comes on it's either Dovota the HIV treatment OR something #CoronaVirus #SaferAtHome  #QuarantineQuotes 
Something to ponder, #DrFauci is involved in BOTH.  #HIV &amp; Now #COVID19 
It's only the last FEW years HIV testing was standardized",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1252749918378307584
"@DavidAFrench @Jennanjack There’s never been a mask war. I wear one in public buildings, it’s about unconstitutional mandates. These are things all Americans use to agree on. And dumb ass #DrFauci lying in the first place.",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282106969797603334
@JNostrabor @ifindkarma @CookKCEgyptian @COVKIDProject He had a mask on in the middle of the baseball field with hardly anybody around him. Why? For show. #bye,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286882959727960064
"@TrumpWarRoom Make sure this gets to patients Reminder - Aug 1 2020: 66 studies confirm the effectiveness of hydroxychloroquine. Deafening silence of the Mainstream Medias, unacceptable mediatic lockdown. #Hydroxychloroquine #Hydroxychloroquineworks #Trump #coronavirus #COVID19",fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1290288418220421120
@chuckwoolery @catturd2 Fauci has never been right about anything.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282697251379347456
@GKeile Fauci is no more a scientist than Bill Nye,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283988603656257537
"@MiaPhoenix3 @VoiceOfCanada4 Me too, tired of all this, time to return to real normal, not this paranoid faggotty assed pussy shit mentality of saaaafety and not triggering the perpetually outraged and offended mob

#Returntonormal #cancelcancelculture #EnoughIsEnough",fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1289776666814816258
"@WayneDupreeShow Yeah, yeah, Americans are outraged but everyone will continue on like good little sheep and wear the mask!  Time to protest America, this guy is a lying, hypocrite POS.",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286736032835211266
"""Dr. Fauci ,""
is a False Narrative! Speaking of... #POISON  for #PROFIT, false prophets &amp; antichrists. #FEAR is a #LIAR. Ps.
FEAR induces #CYTOKINES btw. Stop freaking pretending Jesus didn't warn You, any of You about the Masks, Initiations, Rituals, &amp;  #MOTB!",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1280793864282836993
@Phreadys No! I’m so ready for his firing! @realDonaldTrump please,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289837797675642880
@POTUS please ask #DrFauci are we having trouble getting #coronavirus under control or is NEW YORK having trouble getting #coronavirus under control? #OpenTheEconomy,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1246991654013358080
"@w_terrence @AKM_3014 Just a reminder that #Fauci funded the same #WuhanLab bat study that resulted in the #coronavirus

#COVIDー19 #COVID19 #COVIDIOTS #lockdown #COVID #DrFauci",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1260426365788139521
"@HoneyFitz93 #QAnon #TheGreatAwakening #FakeNewsMedia #DrainTheSwamp 
and don't forget to spread #BillGatesIsEvil which includes #DrFauci #DrBirx #BigPharma #COVID19 #coronavirus #COVID2019 #COVIDCanada",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1249508677884796928
"@vintage_cams @Msdesignerlady @mmpadellan Exactly! This Fauci dik created and attempted to monopolize a vaccine, then went public with a false rhetoric that aids/hiv would infect at least 10% of the heterosexual population... it never went above 4%, but this dik lied repeatedly to sell more product...",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282891944612499457
"@IngrahamAngle Cuomo forced nursing homes to keep their covid-sick patients resulting in thousands death! 

Fauci has been wrong on just about everything.",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284692814014615554
@JoyByrnes3 I know - he's a liar. Fauci was talking at the man to his right - without a mask.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287007821230477319
"@FauciFan RandPaul Thank you,Thank you..just watched your question/answer session with Fauci...Loved everything you said, a dozen countries,  hundreds of millions of people have reopened schools and ZERO new transmission.AMAZING to see someone in Gov has common sense",fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1277991507333693440
"#Quarantine is for the sick - not the healthy.

Quarantining healthy people is #quackery.

#DrFauci is a quack.

The #CDC and #WHO are corrupted by the #MedicalIndustrialComplex.

#BillGates wants to force-vaccinate you and require PAPERS to leave your house.

Wake up!

#COVID19",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1260350339599028227
"I’ve always been suspicious of #DrFauci as everything.... I mean EVERY. THING....he said was proven WRONG! Every model. Every statement on covid vaccines....wrong!

#coronavirus
#covid19
#theRona
#HCQWorks 
#hydroxychroloquine",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1280960700693778435
@Jamierodr14 @USNoodlesA @realDonaldTrump Time to #FireFauci,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289504366647377920
"@DisavowTrump20 Fauci is the devil, and he should be locked up in jail for treason.",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282561087347372034
"@CDCgov needs to answer some questions,  since their ""guidelines"" are wreaking havoc on our country. Before, Fauci said no need to wear masks before since he ""wanted to save them for med staff"". Does that mean he no longer cares if med staff have masks? Why not??",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286809290536366080
They are forcing us to adhere to “guidelines” not LAWS. We need to go to COURT!,fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1276167722116747267
@CNN Can someone stop Dr Fraudi talking? He's caused enough pain and suffering. 17m without jobs so far... #coronavirus,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1249373895947366402
@mitchellvii You’re in bed with deep state. #fakefauci.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283377379696685057
@4YrsToday Correctly identifying an elephant doesn’t make him a coronavirus expert.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285822321396051969
"Is anyone listening to #DrFauci anymore?

#Fauci, #FakeNews &amp; #DeepState #Democrats are starting 2nd wave of #COVID19 #Hoax. 

Don't fall for that #LockDown crap again!

98% RECOVER FROM CORONAVIRUS!

98% RECOVER FROM CORONAVIRUS!

98% RECOVER FROM CORONAVIRUS!

#WakeUpAmerica",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1270914009722650624
"@OpeningDayNFL I was hoping we were on the one yard line... If only on the 50 yard line, the country will collapse by the time we get to the end zone... Look at the charts again #DrFauci 
#DrainTheSwamp #MAGA #istandwiththepresident #coronavirus #CoronavirusPandemic #China",fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1245953722473222145
".@marklevinshow What you’re doing like you ALWAYS do. You’re putting COMMONSENSICAL, CRITICAL-THINKING to all of #COVID19 #FearMongering #’s. That has taken over the raines of our damn country, AND @realDonaldTrump &amp; @Mike_Pence are under the modeling spell of #DrFauci &amp; #DrBirx!",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1246214470332014592
"@HenryMakow Don't believe a word of those fucking #FakeJews and resist

Refuse to obey satanic tyranny

#CoronaHoax #LiesLiesLies #BillGatesIsEvil #FauciIsAFraud #Fraudci",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284793263086592001
"@JerryDunleavy Fauci is a fraud, along with his media cohorts fearmongering the American people over a virus yhat has a 99.4% survival rate!
Take your masks, and kindly shove them where the sun don't shine!",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285195865355845633
"Reminder:

#DrFauci’s statements from January to March were WRONG about #COVID19!

-It’s not a threat to the #USA
-#Americans don’t need to “run around” in masks
-Hydroxychloroquine does not work
-Lockdowns are right, STILL

#WeThePeople should not be listening to Dr Fauci!",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1260450777606340613
"#DrFauci  - The LITTLE MAN - Who's pushing the Gates vaccine while HEAVILY INVESTED IN THE BIG PAYOFF.

CAN KISS MY ASS.",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1276573979445059585
@CBSNews :middle_finger_light_skin_tone::middle_finger_light_skin_tone::middle_finger_light_skin_tone: Dr.foulcheese has proven to be a pathological liar.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289662246818217984
"@BostonGlobe @Greymantle When the @BostonGlobe admits covid 19 is a hoax. It's the flu, just this years flu there's a new one every year. There are multiple cures, the hoax is saying there isn't. They have capitalized on ignorance to sell a lie and destroy America.",fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1289914046125285379
#FakePandemic #FakeNews #COVID19 cases are getting more and more #DrFauci is an imbecile he’s just a hater #HydroxyChloroquine works he just wants to keep his fame and fake pandemic going . If I’m not seeing dead bodies everywhere it’s an overreaction! Bullshit pandemic,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1280374397358845952
"@catturd2 @Dslayer298 Unfortunately, until @realDonaldTrump kicks the soapbox out from underneath Dr. Fauci, the Democrats will still have their go to excuse, to continue their state shutdowns and mask mandates. Why President Trump is keeping him around goggles the mind.",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281215325032210432
@newsmax Absolutely not. The cdc is saying this isnt even an epidemic anymore as deaths are way down. This clown needs to be fired and jailed for destroying millions of lives with unnecessary lockdowns.,fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1281325382491348996
"@sav_says_ ""Clinical consequences of #COVID19 may ultimately be more akin to those of a severe seasonal influenza (which has a case fatality rate of approximately 0.1%)""-#AnthonyFauci in NE Journal of Medicine.

The world closed its economy for this?",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1246379167853301760
"@andersoncooper #DrFauci was never sidelined by @WhiteHouse as insinuated on @CNN, Dr should up his spirit of team-work. We shall overcome #Covid19 sooner than we all think.",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1260367952521592837
@JackPosobiec And we will hope that they are equally magnanimous since they have been wrong in several respects and he relies on them as experts #DrFauci #DrBirx #Coronavirus,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1248726463316021249
"@DineshDSouza @Serious72048896 It worked with @realDonaldTrump This time, and he still keeps these Globalist criminals  "" #DrFauci "" and #DrBirx the #Scarflady  as ""experts"" :smirk::unamused:   I'm done watching these #coronavirus updates, Trump is being undermined by all of them, including by "" #DrRedfield """,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1253359639720349696
@DeAnna4Congress He needs to be fired with immediate effect,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289514782064689154
@KySportsRadio His pitch is as good as his “science”... worthless. He has flip flopped more than a fish on #coronavirus,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286685900609654784
@realDonaldTrump Fauci is a menace. Dr. Gloomerdoomer. Death rate falling and he wants us masked up and locked down forever. Soul crushing demon.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1278066199797157889
#DrFauci should be FIRED! He used bad models to engage in fear-mongering &amp; hysteria. Now he's saying @realDonaldTrump to blame for needless U.S. deaths because he didn't shutdown country MONTH earlier. Yet in Jan &amp; Feb #Fauci said #COVID19 was NO PROBLEM. Fraud! #MAGA #FireFauci,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1249737010203561985
If you're a doctor and openly lie about life saving measures that has cost people lives you should be arrested not fired. #DrFauci #hydroxychloriquine,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281994513209348100
"@realDonaldTrump “This guy Fauci, I’ve had about enough of this guy,” Sethi said at a Saturday rally to loud applause from the crowd. “I think maybe it’s time for the president to bring him into the board room and say, ‘You’re fired.’”",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290466703298703362
@RandPaul THANK YOU for pointing out the obvious! Why do we allow #DrFauci to dictate what 330 million US citizens must do re #COVID19! He’s guessing!There’s too many conflicting beliefs. Kids MUST go back to school! The US must fully open! #StopTheMadness #CovidHoax #MAGA2020,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1278003283739672578
@CoinAgnostic I'm not a fan of #DrFauci. He really failed AIDS victims when he was Reagan's point man on HIV who moved very slowly against it; some AIDS activists at the time even accused him of mass murder. Now he seems to be bending the stick the other way with #COVID19. Wrong both times.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1253549029541240832
@MichaelCoudrey And be praised by Fauci the fraud,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285612420543782913
@IngrahamAngle @W_Paul_Williams Fauci is not socially distancing and not wearing a mask. But YOU are mandated to do both by your tyrannical local governments.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286739156404768769
"Uh @foxandfriends #DrFauci not helping this morning. Sorry. #Coronavirus

#FoxAndFriends",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1246048769654784001
"@realDonaldTrump Mr President, it’s time to #FireFauciNow as he keeps doing more damage. End it please.",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289794502551580672
@EynoufElizabeth @gatewaypundit Why does Trump keep Fauci around? He’s ridiculous and needs to go.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289690970225664000
I guess Dr Fauci can take the rest of the summer off now that the #Democrat’s have found a new hoax:thumbs_down_light_skin_tone:#DrFauci #PandemicOver #SocialDistancing #Trump2020Landslide @TuckerCarlson @dbongino,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1268773365302456320
Why anyone sticks up for dr. Fraudci is beyond me. I dont trust a damn thing that little weasel says . Hes just trying to keep everyone scared so he can make millions off the vaccine. He becomes irreverent once this is over,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282447122080686080
"Can we all agree that we got duped by this #fauci character? Went on 60 minutes and tells everyone not to wear a mask, then like three days later says wear one. Now he’s saying wear goggles? Can we find someone else?",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289529275935125509
You do know Fauchi said masks serve no purpose...:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282798330066554880
"@AhmedBaba_ @trumpretweeter @nytimes hinese dissident Virologist, Shi Zhengeli, released from prison claims #COVID19 was created in a #Wuhan lab with money from US Institute of Health.  Links to #DrFauci &amp; #BillGatedd to be investigated Why did DrF give bad advice? #USAatWar  #USA #StopWHO #InItTogether #WWG1GWA",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1249444205971333121
"Stop this damn mask crap!What happened to Freedom?  What happened to the Constitution?What happened to""my body,my choice""??that crap works for pro-abortion baby killers just fine!We need to breathe fresh air! If masks work..then YOU wear one &amp;you'll feel protected!",fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1284264215784706050
@DailyCaller Thank you @RandPaul - finally someone who tell us the truth Rand Paul #COVID19 #SenateHearing #KAG #KAG2020 @IngrahamAngle #Trump @realDonaldTrump - Fauci  is totally useless,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1260237161669984263
"Hmmmm,   now #DrFauci  might really be Dr Fraudci #coronavirus",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1257319749995773955
"Do a simple test. Put on your N95 mask. Spray an aerosol scented air freshner in the air. Can you smell it(yes)? You now have COVID-19.
#MasksDontWork #CDC",fauci,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282666998858735617
"""Dr. Anthony Fauci: Coronavirus pandemic has exposed inequities in America's health-care system""

This dude is a joke.",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1269023531150573568
@sexyaustrian @AuggoneJames I'd rather listen to sick wailing sea mammals.. plus they'd make more sense. #FauciTheFraud,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1290739502533804033
"NY Gov. Cuomo is calling on Trump Administration to fire Dr. Fauci. ""Someone is lying,"" stressed the Governor, ""people are dying.""",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282809412063760385
@replouiegohmert Thank God you are trusting a REAL doctor and not a Doctor that sits on the board of the company who makes Remdesivir #BigPharmaCorruption,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289444489006682114
"@RonMilnerBoodle Oh, that dirty Fraud-ci, his corruption runs DEEP. Follow the $",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1280966644060377089
@realDonaldTrump when you gonna get rid of the clown Fauci? This guy is a total moron.,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289479823455379456
@realDonaldTrump Mr. Trump was wondering why Fauci has not been fired yet. We the People do not Trust him or Respect. I do believe Sir-his “lining of pockets” days should end...:flag_for_United_States:,fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285772024137183233
"@TX_WalkerRanger There's no question, especially after his response to the protests/riots. His decisions are being guided by partisan politics to help the Biden campaign. He's just another swamp rat. @realDonaldTrump should fire him!",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1289495946661781506
"@OregonGovBrown I find it disturbing that at the beginning of the outbreak we had a month of lectures on how masks don't work, especially many from Dr. Fauci and I am wondering how anyone has any faith in him knowing he lied.  Random cloth coverings are not going to stop the spread",fauci,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281403146414157824
