Tweet,Target,Stance,Opinion Towards,Sentiment,Tweet Id
"Trump doesn’t care about the 135,000 Americans that have died on his watch. His cronies have been released from prison due to the coronavirus. Do you really think he cares about our children?",school_closures,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283819865208434688
"@HoarseWisperer Laura Ingraham has 3 school-age children: Maria, 15, Michael, 12, &amp; Nikolai, 10. Ingraham has not told anyone if her kids will be staying home. (Ingraham works at home due to coronavirus.)

Don’t you want to know her plans for her own children?
#GOPkids #NotMyKid",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287042781219880961
"@WHRapidResponse @WHRapidResponse @PressSec  Let's talk about: ""Completely...misleading."" 48 CHILDREN IN STUDY! Study: 3/14-4/10/20 (1 MO). 2019-2020 Influenza Season (6 MO). Their finding w/limitations: limit testing &amp; end of follow-up 15 children still in hospitals. #ScienceMatters",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283897883629101057
"Dear Trump, DeVos and all #MAGA pushing to reopen schools before it is safe,

If are Federal government had taken this pandemic seriously and acted accordingly it would be safe to reopen schools this fall. But they didn't, so it's not.",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283815923074256898
"-thats the end of it. I'm not risking my grandparents lives over your own greedy needs. you're supposed to keep us SAFE, not put us out in HARM. we are not your puppets for you to throw around and pick up whenever you need something. KEEP SCHOOLS CLOSED.",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284320950159278082
Lowkey the only way I’m progressing in education is if they close schools so...who tryna catch it:grin: #coronavirus,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237635432638304262
"@PTI_News The Schools n colleges should be closed pan India,  for at least a fortnight owing to the threat of coronavirus. Else We would be putting a lot lives under threat. Do not want an Italy like response #COVID19india",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1238340402458980352
"But now it’s ok to send them to school meanwhile #coronavirus it’s still infecting anyone

There’s no cure
No vaccine
No treatment 

&amp; something like #WearAMaskSaveALife is a fighting issue

Parents
Listen to
Science
Facts
Medical Experts

Your children depend on you",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283822261057847296
Literally everyday now I commute to school while reading in the news how the number of infected ppl from the corona virus is increasing and @CUNY just keeps sending emails instead of coming with an actual prevention plan that let us stay home...,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237507744355233795
I support pvt schools for continuing with Online Classes during this Pandemic Covid-19. The online classes allows the children to complete their Academic Syllabus of respective standards. Humble Appeal to Hon Government of Gujarat to re-consider its decision.,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1287308975717986304
"#SchoolReopening why is it so hard for us blacks to work together &amp; be united mare? If we all agreed not to send kids to school, government will be forced to listen &amp; close schools. I say us blacks cause whites can afford good health care #SchoolStayaway",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282966917456605184
We send our children to schools so they get quality education and become something great in future - except being a teacher. And yet one who makes them all is ignored. Irony or hypocrisy?,school_closures,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287350452770582528
I saw my son's high school principal walk down the supermarket aisle in the wrong direction. His daughter corrected him &amp; he was annoyed. This is the man I am trusting to follow CDC guidelines to head back to school? #FloridaCovidEpicenter #Floridacoronavirus,school_closures,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282683524647133189
"*whispers* The @GOP isn't trying to win @realDonaldTrump votes by sending your kids back to school with no #COVID19 plan, they're trying to destroy public education by bankrupting and breaking the system by sending it into total chaos when half or more don't show up",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283812627098066946
"Obviously opening schools as usual all across the country is insane and dangerous. However, if you are screaming about closing schools without demanding a solution for parents suddenly without childcare then you do not actually care about parents or children",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284088921840742400
WHY ARENT U CLOSING SCHOOL FOR CORONA VIRUS. No primary children with weak immune sustem needs this wtf,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1235620732001849344
"@DrEricDing So basically, temperature screenings are not enough.
Asymptomatic spread.  :mask: 
#coronavirus #COVID19 
#schoolsreopening",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285990389003018246
Tell me why the GOP convention in Florida can be cancelled due to Covid but schools are ok to open??? :thinking_face:#COVID #mondaythoughts #teacher,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287615792058695680
"@rena_korb @DemWrite @GovRonDeSantis @americanoreport And to the Florida of California -

@OCDeptofEd wants to send children back to school with no masks and no social distancing so my question is this:

Why would you risk the health and well-being of our children?",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284211134875107330
"Maybe the govt wants to force kids back to school because they saw kids at home for half a semester learning a non-white-washed-history-curriculum starting to question EVERYTHING and thought.... ah fuck, we gotta get this shit back on track. ",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282679401449238531
@billlight74 @DesignationSix This is heartbreaking. Someone not named Trump or DeVos needs to come up with a safe plan or just have all schools online or home school. This is our Future. #NotMyGrandchild,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284291879539027977
"Don't let #COVID19 shut down your school, move your classes online &amp; reach every student. We can organize the right tools for remote education on any level to keep your students and staff safe. Contact us Today. #coronavirus #CDC #Quarantine #schoolclosures",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1237496675905572864
"Kayleigh McEnany said ""the science shouldn't stand in the way"" of schools opening.  During a pandemic the only thing we should listen to is SCIENCE! My children are not political pawns
#NotMyChildren",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283890838515458055
"Our future is in the hands of our children, is not like am saying this because I left school with grade 7 but schools must be closed.",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1283335633742725121
"@CrazyPKAY Its An Unfair Burden To Place On Teachers If The Parents Let Their Kids Do As They Please. 

Also, With Cases Being Reported At Schools Everyday It Is Only Right For",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283297263356383233
"Even if a vaccine was released tomorrow, I still would not send my child to school!",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284268009503113216
"@JessedHagopian @shaunking @brothajitu @democracynow The decisions to open schools are being made by over paid people  who don't enter schools, while on remote Zoom meetings!",school_closures,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286067154052415488
"@CDCgov @CDCemergency 2. We aren't thinking of safety.  This is a direct email from my kid's middle school,  my kid has asthma, is not allowed to take precautions, and will receive no aid if (when ) your child comes into contact with a #COVID19",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237497678805618688
"and all you had to do to make parents feel safer and trust what you're doing is set up a free satellite 5G network, give every student a desktop and VR (for recess in the public school version of Xbox live), create a classroom environment with computer programs",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1283858805252644865
"We still need to engage on the matter of schools
We support teachers on this one 

#mbali 
#TsongaDrive 
##SchoolMustClose",school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1282970394450960386
The same people that are running around saying they won’t where a mask because it’s government control are now demanding that you send your children to school #Hypocrisy,school_closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283864060954583065
Many parents who work full time from home or office do not have the luxury of homeschooling or even engaging the child meaningfully. They can’t ignore the needs of parents and deny them their choice #RightToLearn,school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1287377729533353985
"School makes a child educators , doctor ,engineer and many more . And know schools are suffering by this person who themelves are grownup and build by their schools.
Self-respect  is more pandemic then Corona for schools and teachers .Please save your school .",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1287362875183357953
@Lrihendry Schools are shut down but teachers still getting paid. No wonder teachers don’t want schools to reopen.,school_closures,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283739956482056195
"The children have and are still  undergoing such a big change.
The only constant is     their home, parents, teachers &amp; schools.
With Schools stopping can you imagine the turmoil all of them will undergo. Just think, think and think",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287354529923715072
"Texas schools are reopening, so why the hell aren't we?
@PBSCD 
#ReopenSchools",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281373291442319361
"@Real_Eudaimonia Nice. For your sake, I hope the 4 deeply conservatives see through the covid BS and open schools on time, and with none of the unnecessary social distancing precautions.",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1280873455009910786
How can a ban work for all schools without having consulted or included all schools of Gujarat in the decision making process? Don't ruin the entire private education system! #SaveOurSchools #RightToLearn @imBhupendrasinh @CMOGuj @vijayrupanibjp,school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287344532950982657
How can we become a global leader if our future citizens are forced to stop learning abruptly? Let Schools function. #RightToLearn #RightToTeach @imBhupendrasinh @vijayrupanibjp,school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287306860576399362
"The way everyone is waiting for University, college and schools to be closed because of coronavirus :rolling_on_the_floor_laughing::skull::skull:",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237485355147972608
"So if tonight's family meeting, says ""School are closed"".

What happens to those who paid yearly school fees?

I am no longer homeschooling, my kids will repeat next year. I don't have energy to teach this second term. #coronavirusInSA",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286332946488713217
All parents are not trained to be teachers. We need the daily structure that our school and teachers provide in order to help our children. We can assist but can’t replace. Let schools function #SaveOurSchools #RightToTeach @imBhupendrasinh @hrdministry,school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1287342170337206272
There is a difference between policy governance and bureaucratic dictatorship! Your order is equivalent to banning education for kids. How can schools teach without getting paid? #SaveOurSchools @PMOIndia @narendramodi @vijayrupanibjp  @imBhupendrasinh,school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287344683929071616
We will surely save our schools.,school_closures,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1286992078996508672
"Will someone please explain to me why everything can open back up, but schools full of children who are the least affected by this virus that 99% recover from remain closed??",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285725396084953090
"If schools don't open this fall, can we just drop the kids off at Walmart for 7 hours?",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1280924260056391684
Schools need to reopen in some form here in the fall. If for no other reason than for many of our students we are the most responsible and dependable adults they will see all day.,school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1281043291379728385
"Closing the schools will not stop the spread of coronavirus. Everyone will get it at some point, but only few will die from it.",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237485313192333319
"@VivDaRocha @teachcardona @EducateCT @GovNedLamont Apparently you are the one who doesn’t care, perfectly ok with a large percentage of children getting no education if schools don’t open, can you say privilege?",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285843225509593101
"I just left a voice mail message for @GovPritzker of course they dont answer, I asked when Illinois homeowners will be refunded their property taxes considering schools won't be open this fall. #standupillinois #openillinois",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286323828738727945
Nywe nywe Kenya closed schools for the entire year. The last time I checked this is SA. Our lives can’t be dictated by what our neighbors do. Why don’t you move to Kenya niyeke ukusingxolela,school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283380596245508101
Teachers have been preparing and up skilling themsleves to connect with their learners . Preparedness to face the situation is the key to education and that’s what schools do #SaveOurSchools @CMOGuj,school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1287360451815170048
"@BillOReilly It’s seriously insulting how #Democrats think we’re all stupid and/or naïve :rage: i’ll tell you where I am, cut off all #federal funding for any who dont comply w opening schools There’s no reason for it!Wear :mask: and keep 5ft distance, hand sanitizers stations",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285262073304363009
"Dear @GavinNewsom , what exactly is the #science behind your decision to unilaterally shut down schools? That's what's supposed to drive your response, right? #antiscience",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284246317724610560
Think of all the ugly kids that get to wear a mask to school and have a little more confidence...,school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283884117516382208
"@Acosta @MikeGiardi Germany. Iceland Netherlands all did actual studies in schools.  All 3 concluded kids in school pose no risk to themselves, nor to others",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1283846281140543490
There will be a tax revolt if they indefinitely close the schools.,school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281808616492867584
@GavinNewsom If masks work open the schools!!,school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1283857773294313473
"If schools are not reopening this year, can I stop paying my school taxes?",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283723232340779008
"@GovNedLamont Schools must open not all children can distance learn, thank you for thinking of ALL CHILDREN not just the privileged who can stay home and be teachers to their kids.",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1286055039438553091
"Why should schools stay closed? None of these kids are social distancing or wearing mask there all on beaches, lake's and hanging out in parking lots in crowd's. They all believe this virus is only older people so let them go to school",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286997932797984768
"Please note:
1. COVID-19 is roughly a 3% Lethality Rate for youth.
2. More likely to effect 0-6 &amp; 50- *
3. It’s very fast spreading
4. You will be FINE. Don’t stress fam
#CoronavirusPandemic #CoronaVirusUpdate",school_closures,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1237951984474390528
"So if the schools do Online learning for next year, what do the homes without Internet access and working parents supposed to do???
#notmykid",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283865470928654337
"They didn't close the schools when the Swine Flu was going around, so they shouldn't close the schools for Coronavirus! If I didn't get time off school because some people had a cough, then neither should they!",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1237560421176901634
"Think back to your childhood and think about the role teachers have had in who you are now as an adult. By shutting down schools, you’re effectively taking away the livelihood of those very same teachers.",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287306361236123648
@votejessi2020 @RhondaTideGirl They need to open up the schools and universities and stop messing with our kids mental health.,school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283217983641354241
#SaveOurSchools Don't discourage the schools and teachers by stopping their salaries @imBhupendrasinh #RightToTeach @vijayrupanibjp @HRDMinistry,school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1287364376169570304
The order is arbitrary. They have banned schools from functioning and we have edtech companies like byjus and vedantu promoting it at the same time. Why these double standards?  #SaveOurSchools,school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1287331044115353600
"Unions vow to shut schools down as Covid-19 continues to claim teacher's lives. 

Should these unions be successful and schools are closed, do you think that teachers should still receive their full salaries and why?",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285828437760970752
"Since when does the government think homeschooling is the ""thing to do""? I remember when they tried outlawing it!",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1282896596062150661
@BillSchammert The problem buried on this fear mongering whine is that it is based on the assumption that schools are for teachers and staff.  They are not.  Schools are for the students who still need to be educated and need the social interaction and opportunities they provide.,school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283969304673714176
"@TexasTribune Even if it's ridiculous &amp; unnecessary? Even if it causes our students to fall behind, be at greater risk for child abuse, &amp; causes parents to lose their livelyhoods because they are unable to work? Closing schools is disgraceful &amp; history will not treat you kindly.",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283574016503054337
"To all educators, I say this as a teacher with decades of experience, get your asses back in the classroom or quit and let a real teacher take your place. 

Cowards.
#schools",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284686011746877443
First they included BPL students in private schools through RTE. Than they controlled fees through FRC. And now they don't want schools to collect fees and yet give education. What habit and trend are we creating for our future?,school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287349283029528581
They’ve had 5 months to get the schools opened fully and safely. 5 months!!! No excuses. 5 months!! What a bunch of bull.,school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283510564300431360
@AnnaForFlorida My son's school has guidelines in place.  These guidelines and steps are very thought out...all looks good to me.  He is going back to school when it opens next month.,school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1282685839538102273
#SaveOurSchools Learning is a fundamental right that no child should be deprived of. #RightToLearn #RightToTeach How will that happen if you stop schools? @vijayrupanibjp @HRDMinistry,school_closures,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287342831539896322
"@RahulGandhi The priority of any government should be to provide education to students and not shutting it down. By shutting down schools &amp; online classes,the @CMOGuj government will make Teachers &amp; schools fall into debt trap.The adverse impact of such a move is multifaceted.",school_closures,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287353514084073473
"The beauty of homeschooling 

Children are not safe at home",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283842804393734145
Why is opening schools a political issue now? Families of kids with special needs are really struggling without school or in person services. Zoom makes my son’s sensory issues worse. Do ye want to come over and hold him while he screams? That’s the reality of it.,school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281247885263175681
"Schools need to go back!
Keeping them closed causes parents to stay away from work to homeschool their kids. It holds back the entire economy, and by the way, kids don't die from this disease!",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281182316287705089
"@Davos tells us that this is the Fourth Industrial Revolution. Digital citizenry is key, digital illiteracy will take us out of the race. @PMOIndia &amp; @imBhupendrasinh Please don’t stop schools &amp; online learning but EXTEND it to everyone. #SaveOurSchools",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1287378381453983744
"We do all kinds of #coronavirus work arounds, but not just shut everything down, deliver groceries/meds, contact trace, til the virus has no host. its just too hard, :flag_for_United_States:? state by state we would reopen. then there is no school question. Over. Done. But no.",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287041834401828865
"""How about you go through what my friend did with #COVID__19 ""

I bet you know somone who has been seriously/permanently injured or killed in an auto accident but you still drive. 

Try again. 

#coronavirus #StayAtHome #OPENAMERICANOW",school_closures,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1281593692780990467
"@SenKamalaHarris School closings affect poor &amp; POC who can’t afford private schools, tutors &amp; daycare. If you care about education you should demand that schools open or give vouchers for daycare, tutors or private schools. Not all kids learn online not all parents can help.",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281705576481923072
"Our children are suffering and dying, but it’s not from Covid-19.  It is from the lockdowns, malnutrition, anxiety disorders, child abuse and social isolation.  

There is absolutely no scientific reason for schools not to reopen immediately.",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281662999992823808
"#ReopeningSchools with social distancing 
and face mask is new world order environment of torture,
loss of identity,
loss of human touch,
with fear of others.
Fate sealed for student experimentation of any form,
destroying what it is to be human.",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285407704610222080
"If K-12 schools don’t open, why do I have to pay for 70% of my property taxes when I will essentially be teaching my own children. Sorry, but watching YouTube videos &amp; answering questions are not teaching/learning.",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1280927318748344321
"@conunlibro @MiamiSup @ariodzernbc6 Don't agree, open schools and gjve parents choice of remote learning. Which by the way it's not working.",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283029072134778885
"The World needs almost 69 million new teachers to reach the 2030 Education goals. How will we hire and retain good talent in our schools if we cannot pay them well? 
@CMOGuj
@imBhupendrasinh
 #SaveOurSchools",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1287368730691829760
"@CAgovernor @GavinNewsom Stop screwing up our kids over a virus w- 99.9% survival rate!

You are out of your mind! Let's get back to normal asap. Open all schools same as last year. 

Covid is a proven NOTHINGBURGER. End of story.

Stop your psychological assault on our children.",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284240276895133696
Why are counties/states putting children last? They need to go back to school or the socioeconomical divide will widen. #OpenAmerica,school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1283609086244696064
I want to sue Newsom and enjoin his order preventing schools from reopening. Looking for an attorney. #RecallGavinNewsom,school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284232968081301504
@TeamTrump @realDonaldTrump Save our children - open our schools. #charter,school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281317800477224960
Save schools,school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1287328475456499714
And there hours of operation are Mon thru Fri 7 am to 6pm...so why are schools shut down again?,school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286687405664346117
@musicalgal123 @EducateCT There may never be a vaccine - we all have to work,school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1285782406197387266
"Markets are open,church's are doing there business, preparations for election in Edo Etc.. Yet schools are closed..and one inconsiderate mortal opened mouth and said  student should miss one academic year...mtcheeeew ..political nonsense..",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281925554661322753
@JPGofGET @EducateCT @GovNedLamont Most parents want schools open!!!,school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1285786348817985537
"@gatewaypundit @the1murdock @joehoft Ultimate MISTAKE: Allowing the left to chart a course for #Humanity 

#anarchy #chaos #occupation #lawlessness #conspiracy #collusion #Sedition 

#democrats #wrong4America #liberals #wrong4TheWorld #Marxists #wrong4TheUniverse 

#OpenAmerica",school_closures,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287757687141392389
NEWS FLASH!  While the Governors are pushing CDC recommendations . . . The CDC Never recommended for Schools to close at all!,school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1280748720074772480
"If daycares can open to serve essential workers and teachers, why can't schools open?",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1285923260174147586
"@murray_nyc @realDonaldTrump There is no substitute for human interaction, @murray_nyc  

Virtual learning certainly has some benefits, but students are not getting certain things from virtual learning. Combine that with social isolation and the impact that has on kids.",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1281804670697189378
"@Traderlebowski @katrinagulliver @BenAltitude @JoeSilverman7 Dude, how do teachers get paid?  Here is a clue,  property taxes.  Teachers are no better than nurses,  doctors,  police,  cashiers,  bank tellers,  and so on. Teachers needs to get back to work. Wear a damn mask.",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1284459292314173440
"@Variety I guess teachers aren’t essential workers after all.

We managed to keep grocery clerks working. It isn’t hard to protect teachers. We’re the only country in the world not opening schools. @TheDemocrats want to keep people stupid &amp;compliant.

This madness has to end",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1286096748373581831
@Theresa_Chapple @jsrsba Honestly I seriously doubt they died FROM covid.   Would be nice to know details. Do you know how many children died from the flu and also on the way to school last year.  Also how many died of child abuse during lockdown ? Life’s complicated,school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1287367660238303233
"@GerryPoling1 @dbltrouble247 @JoyAnnReid Schools employ janitors, no split schedule; kids back full time and teachers have health insurance through the unions!  Problem solved!",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1280859411846758406
"@realDonaldTrump @CDCgov They will@make sure that schools do not open and also make sure there is a second wave. Unless you stop this madness, the economy will falter again and you will not win the election. ACT NOW! #sheeple",school_closures,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1280885362609487873
