Tweet,Target,Stance
Former Vice President @JoeBiden gave a very touching eulogy to his friend @SenJohnMcCain There was once a time in American politics when bipartisanship was possible and leaders served for the people instead themselves. This can happen again! #McCainFuneral #RIPJohnMcCain #FBR,Joe Biden,FAVOR
Might as well start telling people why we have Gun Free Zones in schools. Old Joe Biden. Another Joe Biden mistake. @JoeBiden,Joe Biden,AGAINST
"FBI explicitly does not, in this or any other case, reach a conclusion, period. Period...reason why we cannot rely on the FBI report.. it is inconclusive. They say, He said, she said, and they said. Period.' -@JoeBiden re: sexual harassment claims @Clarence Thomas hearing",Joe Biden,NONE
#JOEBIDENs CRIME BILL STILL HAS INNOCENT PEOPLE IN PRISON. HIS VP CHOICE IS FAMOUS FOR LOCKING UP INNOCENT PEOPLE TOO.,Joe Biden,AGAINST
Republicans should cease attempts at trying to condone the deplorable actions of the President of US and start speaking out against it. Joe Biden will restore dignity to the country and will make sure hate has no safe harbor.,Joe Biden,FAVOR
@JoeNBC is a complete fraud - know nothing and like fat man @TeamCavuto only spreading crap to scare the America people - we DONT BUY IT #MAGNA,Joe Biden,NONE
Have you seen this new #MORNINGconsult #politico poll showing Sloppy #JoeBiden beating me 42 to 34% if the 2020 election were held ?? #FakeNews #Poll. Everybody knows that MORE #Democrats are up in the MORNING. They all have to go off to work to pay for my tax cuts to the rich !,Joe Biden,FAVOR
If you don't acknowledge she's right - and then detail how you've changed and now fully embrace progressivism - then you're toast. #JoeBiden,Joe Biden,FAVOR
"#Biden come on have we come to this how talks, former stutterer-really @Eugene_Robinson take a listen to how you talk, starts, stops-often., the debate is getting a bit ridiculous",Joe Biden,FAVOR
"Thank you Uncle Joe, sending out Prayers and Support to Jussie #JusticeForJussie",Joe Biden,FAVOR
"Mr. Biden, This not about Mr. Mattis, he quit when it got tough. The whole lot of you have quit including the republicans. You can not give sole power to one person !",Joe Biden,NONE
"If you are a POC, a woman, or anyone else from the margins and you think that supporting #JoeBiden and #VoteBlueNoMatterWho is going to bring the change our Nation needs, please read this op-ed I published last week. #AllThePeople",Joe Biden,AGAINST
Listen to Uncle @JoeBiden ! @staceyabrams is going to make an amazing Governor.,Joe Biden,FAVOR
"Who will Biden look out for? When I have a fever & dry cough, no health insurance, and I go to work in order to pay rent... are you concerned about me possibly spreading Covid? It appears you dont since youre dead set against #Medicare4All Youre only looking out for insurers",Joe Biden,AGAINST
I mean look what they did to @JoeBiden potential campaign.. it was sabotaged before it ever started,Joe Biden,FAVOR
"'Don't be surprised,' @JoeBiden tells audience when asked about potential presidential run",Joe Biden,NONE
"Investing in light rail so we take cars off the road, @JoeBiden says, in outlining his climate plans #DemocraticDebate",Joe Biden,NONE
@MSNBC #JoeBiden did great #lawrenceodonell you make mistakes all the time probably every damned night #BrianWilliams too leave #JoeBiden alone we dont need yall to interpret that moment. It was desperate look for #KamalaandCorey against #UncleJoe #WELOVEJOE #DONTMESSWITJOE,Joe Biden,FAVOR
"Any Klobuchar demonstrates she can do the most popular dance in suburban Minneapolis, The Karen Get Down. I now hope she is Bidens VP Pick just to see what the internet does to this video. #Election2020 #AmyKlobuchar #karens",Joe Biden,FAVOR
Did #JoeBiden just close his statement by raising the question of authenticity as a veiledand undeniably sexistattack on Warren?,Joe Biden,AGAINST
OH HELL NO! We are NOT OBLIGATED! This is pandering 101 & Ppl NEED to #WakeUP! #JoeBiden Claims U.S. Obligation to Give Illegal Aliens Free Health Care,Joe Biden,AGAINST
These past 48 hours have completely changed the landscape of this race. Cant understate the 180 #Biden has pulled with big #SC win and major dominos falling on the path to coalescing moderate #Dems,Joe Biden,FAVOR
A welcome message for this audience from @JoeBiden The U.S. government should be doubling or tripling down on investing in scientific research at this time. #AAASmtg,Joe Biden,FAVOR
"@JoeBiden Mr. Biden, this is exactly what we need, and it is the opposite of what we have. For the sake of our country, I hope we find a leader like that. Any chance you would run? Asking for a friend.",Joe Biden,FAVOR
This is one among many proclamations by Biden that demonstrate his incompetence and untruthfulness #Biden,Joe Biden,FAVOR
Newt Gingrich on Fox praising Pelosi and Biden on policy. That's all you need to know. #centrists #Pelosi #biden,Joe Biden,FAVOR
@JoeBiden introduced the 1990 bill making schools a gun free zone. Hopefully any Presidential bid is as successful as this bill has been at preventing school shootings.,Joe Biden,FAVOR
"CorpMedia mouthpieces keep pondering if @JoeBiden is going to run for president, but just curious- does anyone really care? It seems more like Corp. Media doesn't want #WeThePeople getting too uppity thinking govt. should promote the #GeneralWelfare over the welfare of the 1%",Joe Biden,AGAINST
Biden is creepy I want the me too stories on him to come out,Joe Biden,AGAINST
Im guessing they are close after explaining that #Biden did nothing wrong for a good chunk of time this afternoon.,Joe Biden,AGAINST
".@JoeBiden with inspiring words about his friendship with @SenJohnMcCain that transcended politics. ""My name is Joe Biden. I'm a Democrat. And I love John McCain."" VP Biden adding: ""All politics is personal and it is all about trust."" #Amen",Joe Biden,FAVOR
Remember when #Biden said if hes elected he will RAISE TAXES and stop TAX CUTS! Why? Because he is a #Socialist and believes that HE knows better than YOU how to spend YOUR money! The STUPID audience actually cheered! #Imbeciles Every #Dem candidate is a Socialist! EVERY ONE,Joe Biden,AGAINST
"@JoeBiden America has moved fwd; and, will continue to move fwd: pro-God, pro-family, pro-USA/Israel, pro-capitalism, anti-invasion.",Joe Biden,AGAINST
@JoeBiden can't form an independent thought. He needs a teleprompter to say hello. Poor man.,Joe Biden,AGAINST
"@JoeBiden didnt you spend last 30 yrs pandering to women? Dont you support women? Well then, we should vote Nixon to support women correct?! Cant back track now, IM VOTING NIXON",Joe Biden,AGAINST
"#Biden Let's see how Day 1 of Democrats in Power turns out if #PayGo is rammed through today. If #PayGo approved, we can say goodbye to progressive policies. #Election2020 could be a short lived Congress Democrat Congress.",Joe Biden,NONE
"@JoeBiden thanking the jesuits and the nuns, expressing himself being a true practicing catholic #mkt343 #MLK50 @HaubSchool",Joe Biden,FAVOR
"Billy Joel is 1"" taller than Nadler.. It's best to smack him down from get go in wrestling technique.. Save MMA for prepared Adversary.. Save ammo... Don't listen to Mandy.. Listen to Joe Handsie #Biden their BestOBest is BOB.. Willy was throb #kamela Pick Sweet Pete 1st",Joe Biden,AGAINST
"Hey #Bloomberg, hey #DNC, when are you going to fund some ads showing the Orange for what he is? This is exactly the right time. #Biden",Joe Biden,FAVOR
"@HardballChris WTH?? Chris, the reason Biden might have beaten DJT is that he is a MAN. Understand there are far too many voters who would never vote for a woman. @HillaryClinton &amp; @JoeBiden stand for the same policies.",Joe Biden,FAVOR
"She sounds like @BarackObama, @JoeBiden, or @BillClinton, or @GeorgeHWBush, or @GWBush",Joe Biden,NONE
#RT @InkMuse: RT @briebriejoy: Is Biden implying that Latinos arent essential to the party? Not a good sign for the general. #DemDebate,Joe Biden,AGAINST
Lets be clear if @JoeBiden wants to win over progressives he needs more progressive ideas #MedicareForAll #greennewdeal,Joe Biden,AGAINST
"Joe Biden says he will TRIPLE federal spending on low-income schools from $16 billion to $48 billion. He wants teachers to get a raise, thinks that AP classes should be available at all schools, and that 3-4 year-olds should get access to pre-K. What do you think? #JoeBiden",Joe Biden,FAVOR
@Scaramucci please get behind Joe Walshs campaign. Only with your support can he win! #2020Elections,Joe Biden,FAVOR
"Did you watch the video I linked? They literally showed the clip were Joe Biden said ...so Social Security and Medicare can stay they still need adjustments, but they can stay what exactly do you think that means. Sure theyll still exist theyll just be cut to the bone.",Joe Biden,AGAINST
clobbered ... as with malarkey @JoeBiden wins best word of the night again!! #CNNDebate #DemocraticDebate #DemDebate #DemDebateSoWhite,Joe Biden,FAVOR
"In other words, the #Biden team is humoring @AOC to her face and laughing into their fists behind her back.",Joe Biden,AGAINST
Vice President Biden should be dropping out of the race because of sexual assault allegations. Women should be believed. His own words. This is a matter of human decency. #BelieveWomen #DropOutBiden #FeelTheBern,Joe Biden,AGAINST
I love @LisaMarieBoothe but on @HARRISFAULKNER she said the press is disinterested in @JoeBiden s Ukraine corruption which means impartial She meant to say uninterested &amp; in the words of Warren Beattys Mugsy uninterested means uninterested!,Joe Biden,AGAINST
OK @JoeBiden ... time to declare that you're running before this situation looks like something out of The Twilight Zone. We need you now.,Joe Biden,FAVOR
"#JoeBiden just endorsed the two state solution, offering to move terrorist rocket positions right up to the #Israeli border. #DemocraticDebate",Joe Biden,NONE
"I've enjoyed every single day of it. The good ones and the bad ones. - John McCain on his life of service McCain is pictured with @JoeBiden and @Jim_Gardner, enjoying a moment during an interview right before last year's #LibertyMedal ceremony in #Philadelphia.",Joe Biden,FAVOR
#Biden can do or say whatever he wants. He is part of the Club.,Joe Biden,AGAINST
"When #Biden gets confused at the end of one of his word salad sentences, he says well, I have more to say but Im more polite than the others up here, so Ill stop. #DemocraticDebate #DemDebate",Joe Biden,AGAINST
So what is the latest about @KamalaHarris great-grandmother owning slaves? Her father writes that she did! Look it up. Wikipedia does occasionally list some amazing facts. What do you say @JoeBiden? Who can call who the racist now?,Joe Biden,AGAINST
Some BIG #IAcaucus news to read over your morning cup of coffee... the Vilsacks are on #Biden,Joe Biden,FAVOR
Its humorous how #Biden thinks women aren't smart enough to vote for the most qualified candidates. He believes we will vote for him just so a female might be Vice President. WRONG!!,Joe Biden,AGAINST
Im riding with @JoeBiden because all these elected @dems cant figure out how to take on the republicans and now theyre acting all tough towards Biden #spineless #dems,Joe Biden,FAVOR
@MikeBloomberg and @JoeBiden need to join forces now. DEMS NEED TO WIN. #Election2020 #DemocraticParty #DemocratElectionCommittee,Joe Biden,FAVOR
The duopoly is what's prevented us from having #RankedChoiceVoting for over 100 years. Stop blaming the victims when the crimes of the perps backfire. Dems are 90% #MedicareForAll and &gt;80% #GreenNewDeal and we get fookin @JoeBiden?,Joe Biden,AGAINST
"I'm sure you'll make sure it works for your crack addicted China owned son....right #Sleepyjoe? Like it worked for the corrupt @TheDemocrats, Clinton Cabal, &amp; #DNC as all of you profited off the managed decline of America and sold it out to China?",Joe Biden,AGAINST
Biden says he wont be part of witness deal some Democrats reportedly eyeing #Biden ~,Joe Biden,AGAINST
Obviously #JoeBiden is a pedophile. Shudder to think the consequences if a pervert like him becomes #POTUS. God forbid.,Joe Biden,AGAINST
"I'm no @KamalaHarris fan, but laying off dozens of staffers means nothing. It only takes one back-room handshake to keep the lights on. And you don't need as many staffers, if you have more commercials. And @JoeBiden's support has to go SOMEWHERE.",Joe Biden,NONE
"As red states, one after another, become consumed by the pandemicand they will, because they did not heed the early warningsthe political calculus may change. Its up to #Democrats to make sure it does. #Bidens candidacy no longer makes sense in this context.",Joe Biden,AGAINST
"Because Biden is a kind, genuine human being, who would not take any of the shit the current Congress is spewing.",Joe Biden,FAVOR
omg please have them join forces before the primary voting starts so they can beat biden. the greatest gift to the republican party will be for the dems to fully adopt a socialist mindset. please take every step you can to make this happen,Joe Biden,AGAINST
Democrats are not talking about the crimes of former VP #JoeBiden &amp; are not saying these crimes must be investigated &amp; they occurred WITH Ukraine govt. Therefore new Ukraine Pres. must be asked to help. Evidence in #Ukraine.,Joe Biden,AGAINST
The Delusional Rambling of Creepy Joe Biden! A Sinister Montage of gaffes and... #joebiden,Joe Biden,AGAINST
8 Reasons Why @BarackObama and @JoeBiden Need A Bros Trip to Canada via @urbanguidesca #UrbanGuidesCA,Joe Biden,FAVOR
@AGBecerra @JerryBrownGov @StateBarCA @JoeBiden @SenFeinstein @maddow @FBI @CIA Regarding 1982 premeditated murder of Stevie Nicks. Suspected @GOP &amp; @irvingazoff operation for Nixon to destroy @DNC &amp; counterculture using murderess suspect SSfakestevie to murder &amp; steal wealth.,Joe Biden,FAVOR
@JoeBiden is done. He is a piece of corrupt garbage that not even his own party shows support for anymore. He needs to move on.,Joe Biden,AGAINST
"'What makes America great, in my view, is our belief in possibilities. That if we work together, there's nothing we can't solve."" @JoeBiden #aaasmtg",Joe Biden,NONE
"So answer me this, #CreepyJoe: Since your entire party views us as racist, homophobic, xenophobic, misogynistic deplorables, you think that 33 to 49 million of us are not very good people and a potential VP pick of yours says we belong in the trash heap of history, why vote 4 U?",Joe Biden,AGAINST
"""You can't build a wall high enough to keep the virus out"" #JoeBiden",Joe Biden,FAVOR
"#JoeBiden want's US law changed so you can't beat your wife with a cudgel. No man has a right to chastise his woman with a rod thicker than the circumference of his thumb. This is English jurisprudential culture, a white mans culture. Thats got to change, its got to change.",Joe Biden,NONE
#JoeBiden said he was calling for action in January and February to take the virus seriously. He was campaigning. He also said it was racists to close off travel to China. I wish he would just stop the doom and gloom and focus on answers in forms of policy.,Joe Biden,FAVOR
I am slightly amused at the prospect of Biden in a protracted action movie style fistfight complete with cheesy quips.,Joe Biden,NONE
"""I thought you might have been high when you said it."" Dying #DemDebate #Booker #Biden #LegalizeIt",Joe Biden,NONE
#JoeBiden was a great VP... but not good enough to become President now... Sorry... #NOMOREWHITEMENINTHEWHITEHOUSE,Joe Biden,AGAINST
How about #MedicareForAll so ALL #Americans can B tested &amp; dont have 2 worry about DR bills in A time people R out of Work &amp; already hurting! What R the #Dems doing about that problem? UR Candidate dosnt believe in #M4A!#NeverBiden #VoteGreen 4 #GreenNewDeal(M4A),Joe Biden,NONE
"what did happen is the Bidens broke the law,you dont get the money until you get rid of that prosecutor yeah #Biden said that @TheJuanWilliams guess you have no problem with that @FoxNews should fired your ass",Joe Biden,AGAINST
"What are your thoughts and plans for the ERA (Equal Rights Amendment) to make SURE, without doubt that everyone is equal, @JoeBiden? #Election2020 #FoxNews #Hannity #CNN #TheLead #FoxAndFriends",Joe Biden,NONE
"Mr. Vice President, why is President Obama wrong on killing the filibuster? / ^Lev #Filibuster #JoeBiden",Joe Biden,NONE
Am not #YangGang2020 at all but truly our country needs someone who is aspirational rather than traditional - like Julian Castro - who cares if you caught Joe Biden in a senior moment? This is not kindergarten. #Election2020 #DemocraticDebate,Joe Biden,FAVOR
"Here is an entire list of young girls, #JoeBiden has put his hands on! The older women; uncomfortable The young girls; even more uncomfortable",Joe Biden,AGAINST
"And a Cabinet and administration that #LooksLikeAmerica. This means diversity including 50%+ women nominated, appointed and hired in a @JoeBiden administration. It's about time. Which candidate will take our #genderequity pledge next? #DemDebate #DemDebate2020 #DemocraticDebate",Joe Biden,FAVOR
"Both candidates just said they will select a woman for their VP. Joe's answer was confirmed with a follow-up question by moderator. Warren? Harris? Gillibrand? Klobuchar? In any case, this is huge. #DemocraticDebate",Joe Biden,FAVOR
"""Joe Biden dominates digital ad spending after entering 2020 race"" #Biden #advertising #politics",Joe Biden,NONE
If this doesn't prove @JoeBiden is running for president I don't know what does.,Joe Biden,NONE
"I remember when somebody said how Rudy Guiliani sentences we're all a noun, a verb and 9/11. Seems like #Biden sentences are all a noun, a verb and Obama. #Coattails #nojoe",Joe Biden,AGAINST
"Agree with your 'diagnosis' and, from all appearances, no one cares. #IMO that's because they know he would be unable to complete a single term in office. That means a vote for #Biden is truly a vote for whatever female, whether God or science-made, 'he' chooses. #RollTheDice",Joe Biden,AGAINST
"2020 WATCH: TheMcIntyre-Shaheen dinner, the @NHDems big spring fundraiser, is less than 3 weeks away. MY GUESS is that the headliner announcement will come this week &amp; that it will be a potential presidential contender. @JoeBiden keynoted in 2017 #NHPolitics #FITN #2020election",Joe Biden,NONE
"@JoeBiden There is no ban on guns. No ones taking my shotgun."" - You",Joe Biden,AGAINST
"We miss you, Uncle Joe! I can't figure out why there isn't more of a fight!",Joe Biden,FAVOR
. @SenJohnMcCain wishes that he'd chosen @SenJoeLieberman INSTEAD OF @SarahPalinUSA! Confirms every #Conservatives conviction that #McCain was always #Dem at his core. #GOPe are as deceitful as #dems. #ccot #pjnet #LNYHBT,Joe Biden,NONE
"They never do have what it takes. But sometimes they win anyway. I don't think he meant sleight of hand. I think he was trying to be hopey-changey like Obama, but that's really not Biden's style. After all it was his first campaign speech and he was trying to talk big picture.",Joe Biden,AGAINST
#Biden brings the worst out of his opposition. He just makes this too easy with all his silly actions. The creepiness around women of any age.,Joe Biden,AGAINST
So let me get this cleared up: The President cannot ask for assistance to investigate #JoeBiden for firing an official or for the DNC computers but is demanding the President to be impeached? Wheres @ABCNews and their investigation journalists?,Joe Biden,AGAINST
@JoeBiden Free books from Sir Edward Jagen Link to book one: ... Link to book two: ...,Joe Biden,NONE
@JoeBiden should not patronize the rest of the world by calling for countries to be held to account over #climatechange. USA is lagging Europe and contributes a lot of CO2 per head. #DemocraticDebate,Joe Biden,AGAINST
For the first time I'm going to strongly disagree with you Joe. You should put as much distance as possible between yourself and TulsiGabbard.,Joe Biden,FAVOR
"Big surprise huh? Entitled, cokehead, disgraced service record, and soon to be charged with stealing money from the Ukraine people via Burisma BOD position How proud Joe Biden new Grandfather must be Not to mention #Democrat Party @DNC",Joe Biden,AGAINST
I dont even understand what the debate is. Im voting for the person who hasnt let 89K ppl die on their watch. With gusto! #Biden,Joe Biden,FAVOR
I want the whistleblower and Adam Schiff front and center to testify. Also Joe Biden,Joe Biden,AGAINST
".@JoeBiden denounces prostitution of Second Amendment [ ::&gt; $1.5 BILLION Chinese investment to son &amp; friend &lt;:: ] [ ::&gt; Pawing any young child in sight, sounds closer to it &lt;:: ] [:&gt; #DemBulb P R O S T I T U T I O N &lt;:]",Joe Biden,AGAINST
"TELL IT, @JoeBiden! THIS is the kind of raw campaign @TheDemocrats should run. Contribute to so they can run this every day through Nov. 3! #JoeBiden2020, #VoteBlue2020",Joe Biden,FAVOR
"While UBI is great the problem is a lack of #democracy. People would choose UBI as it is in their interest, a few millionaires like Biden say NO, you can't have it! Because there's no democracy the Joe Biden's always win, not only with UBI but with also with wars nobody wants",Joe Biden,AGAINST
Biden winning in States he never campaigned in proves that people are more likely to vote for him if they never saw his dimentia IRL. #FeelTheBern,Joe Biden,AGAINST
"#Dershowitz' statutory interpretation arguments speak for themselves in this regard. Presidents have often withheld aid for various reasons... For example, read #JoeBiden's comments on withholding aid from #Ukraine until a single prosecutor was removed from office. Who benefited?",Joe Biden,AGAINST
#VoteBlueNoMatterWho sorry. I just think Biden is not progressive enough to save this country/planet. Not hating.,Joe Biden,AGAINST
"Going out on a limb, they should hold Joe accountable but their aiding and abetting instead.",Joe Biden,FAVOR
Joe Biden is a status quo candidaye who will do very little for the working class. I'm very disappointed because I thought you were for the working person. #FeelTheBern,Joe Biden,AGAINST
@JimHawkins4Rep @RepMcGovern @RepBrianFitz @RepDanKildee @RepAnnieKuster @RepChrisPappas @repdelgado @JoeBiden @RepJoeKennedy @GovChrisSununu @CharlieBakerMA We want answers. I will show you how this happened. It is criminal. Ive sent a 160 page document to the DOJ 5 times.,Joe Biden,NONE
Wouldn't you love to just ask all the #Republican @MSNBC pundits: Just what is too far left after the hell we've lived through for decades? Too far left - if we're lucky - moves the ball almost back to midfield. #ProudProgressive #Biden,Joe Biden,FAVOR
Keep it up lying Joe. Dems live of the generosity of others.,Joe Biden,AGAINST
At some point you gotta ask yourself is this guy it????? Apparently so. #JoeBiden,Joe Biden,FAVOR
@JoeBiden you were and are as worthless as tits on a boar hog,Joe Biden,AGAINST
Serious question here..if Biden ran could he do it with Obama as VP?,Joe Biden,NONE
#DemocraticDebate #DemocracyNow Why should Latinos trust you?: Biden refuses to answer for millions deported under Obama via @YouTube,Joe Biden,AGAINST
"No, but I've listened to Ben @benshapiro 's interview on @AndrewYang and I have @joerogan 's lined up. Two things that seriously feel like deal breakers are his dismissal of internet censorship and the concept of debt. The money isn't endless. #Yang2020 #Election2020",Joe Biden,NONE
"If we just pretend #Biden isn't racist anymore, he would be so electable Nvm his terrible voting record, 8+ accusations of inappropriate sexual contact, campaigning for anti-choice GOP, misogyny, and failure to get behind progressive policies the rest of the country supports.",Joe Biden,AGAINST
Hey can #Beto and #Biden just go do #brohugs for the next 2 years somewhere and skip the election?,Joe Biden,AGAINST
"Here - I will start a chant for your next rally of 100ish people..... Ready? Say NO to Pedo Joe -- Say NO to Pedo Joe -- Say NO to Pedo Joe -- Say NO to Pedo Joe -- Say NO to Pedo Joe... kind of ""catchy"" right?",Joe Biden,AGAINST
"#Derkach #Biden #Ukraine people are still looking for a dark cat, in a dark corner, inside a dark room.",Joe Biden,AGAINST
"Joe, no one, especially women need your healing hands. You should be ashamed and aplogize for your inappropriate touching.",Joe Biden,AGAINST
#Dems: This is your guy? This is the guy that you're sticking with? @DrBiden and staffers: how can you allow him to continue to embarrass himself on the world stage?,Joe Biden,AGAINST
@JoeBiden despite media faux reportage now The country has already spoken 3X after millions and millions of wasted money...could have done some good for people in need but your big ego thinks 4 is the magic#.No thx and nope wont hold my nose to vote this time #NoJoeBiden2020,Joe Biden,AGAINST
So much of this has been doctored. I dont think Im voting for Joe in the primary but not because GOP trash talking takes me in to ANYTHING.,Joe Biden,AGAINST
"Remember this face, its the face of the lies of the Do Nothing Desperate Dems meet your alleged so called whistleblower his name is Eric Ciaramella hes a registered democrat who worked in the DNC under sleepy creepy @JoeBiden.",Joe Biden,AGAINST
@JoeBiden Must Be Either Extremely #Naive Or #Delusional If He Actually Thinks The #republicanParty Will Work With Him If He Were To Be The #DemocraticNominee And Win #Election2020!,Joe Biden,FAVOR
Six Democratic female senators are in the mix to be Bidens running mate. via @politico #2020Elections #Veepstakes,Joe Biden,NONE
"Jared Kushner reacts to @JoeBiden's criticism: Hes entitled to his opinion, but a lot of the work that the @POTUS has had me doing over the last three years has actually been cleaning up the messes that Vice President #Biden left behind. || More:",Joe Biden,NONE
Maybe you should let @JoeBiden know it wasn't the food service staff either.,Joe Biden,AGAINST
So @JoeBiden wants to be the new #Predator...I mean #President of the United States of Americas. @KSPrior thanks for sharing!,Joe Biden,FAVOR
"@JoeBiden we already knew this, and it showed in the way you and @BarackObama led this country. You two put illegals above your citizens.. Which is why unemployment, our safety, and our country hurt so bad under your leadership. via @washtimes",Joe Biden,AGAINST
"Also, as a young senator, you were being groomed, not mentored. Sorry you couldnt see the difference. #JoeBiden",Joe Biden,AGAINST
#JoeBiden Calls #Obama President My Boss In Another Brain Freeze Moment When He Forgot President #Obama's Name,Joe Biden,AGAINST
"There is already a precedent that the GOP are refusing to follow, the FBI investigation on new issues. No one is entitled to a seat on the SC, and it should be for someone with impeccable ethics and judgment, Kavanaugh doesn't have that #JoeBiden",Joe Biden,FAVOR
"So what? If the prosecutor was that dirty, he didnt need #JoeBiden intervening when it was clear conflict of interest regarding his son. Plus, DeepState ASKED Giuliani to approach #Ukraine. Lets not forget that little detail.",Joe Biden,AGAINST
It's ok for the left to do it. Just look @JoeBiden I mean he is on video touching women and girls. They seem to be fine with violating people's space. #DoAsIsayNotAsIdo,Joe Biden,AGAINST
Actually if you did your research Spanish flu didn't start in Spain. You need to retire. Go Home. #JoeBiden,Joe Biden,AGAINST
@dbongino @MrAndyNgo @DHSgov These cowards who cover their faces attack others unprovoked @JoeBiden why has he legitimise them ?,Joe Biden,AGAINST
"So @JoeBiden, is it fact or the issue? Or were you just making it up as you went to avoid admitting the obvious, that it WAS partisan? #malarkey",Joe Biden,NONE
So Joe will invite Warren to be his VP. How sad. Do any of these politicos have any guts. #DemDebate2020,Joe Biden,AGAINST
This #DemocraticDebate was better than the previous two. I wont be divisive so here are my honest rankings from best to worst of all the Democratic candidates on the stage tonight: Harris Castro Beto Booker Klobuchar Warren Buttigieg Biden Yang Did I miss anyone?,Joe Biden,NONE
Can he weigh in on Justin Fairfax too? We want to know where all these silent Dems are on these Virginia black face good ole boys and rapists in office. They sure were out front on Brett Kavanaugh even before there was NO evidence presented. Maybe Joe can be the 1ST to condemn.,Joe Biden,AGAINST
"#JoeBiden wants to restore civility to politics. Ask Anita Hill about that. In September 1987, he plagiarized a speech that had been made earlier that year by Neil Kinnock, leader of the British Labour Party. In 2017 he wanted to fist fight @POTUS.Resume falsification&amp;plagiarism",Joe Biden,AGAINST
"#NewBluehand #Bluehand Historically Black Colleges and Universities and Minority-Serving Institutions play a vital role in our communities. A Biden administration will invest $70 billion in these institutions to improve affordability, build high tech labs and facilities, and",Joe Biden,FAVOR
"Biden sucks! He is a blue dog democrat. He has one of the most conservative records of any democrat. I am NOT voting for Biden. You cant bully me into voting for your loser cause you think its my job to save the world. I thought it was yours, and you failed me.#NotMeUs",Joe Biden,AGAINST
#Hannity 5 #Biden family members got RICH off folks buying access to @JoeBiden. No one spends MILLIONS for no reason. Coming up next with @seanhannity,Joe Biden,AGAINST
"Difficult choice. No matter who Biden picks, some will be dissatisfied. I want Harris but I can see Warrens appeal to women though most women would be fine with Harris. Its the men I worry about...dont even pretend to understand their needs.",Joe Biden,FAVOR
"Because I'm bemused that #Libs have such faith in #Democrat leaders, whatever the facts and distrust #Republicans, whatever the facts. Let's be honest, you all love your dictators like Chairman Mao, Fidel, Uncle Joe. Was Pol Pot a little too much for even you guys? I'm kidding u",Joe Biden,AGAINST
"However, I want people to engage with the @JoeBiden @TeamJoe, not just raise flags. They can take this moment to shift and mold the narrative.",Joe Biden,AGAINST
"@JoeBiden had surprising clarity answering questions about the climate crisis and deflecting from less important issue question, Guantanamo, to Middle East policy including a two state solution. #DemocraticDebate",Joe Biden,FAVOR
Who keeps taking these polls? I don't know anyone who wants #Biden as our candidate! (If you aren't familiar with #Yang2020 's #platform yet I highly recommend giving it a look.),Joe Biden,AGAINST
"@SpeakerPelosi @HouseDemocrats @GOPLeader Hunter Biden is corrupt; Joe Biden is corrupt &amp; threatened Ukraine government to withhold $1B in aid, laughed about it, if they didn't fire a prosecutor. LOCK JOE UP! Pelosi: NO to the impeachment scandal. VACATE the chair Pelosi.",Joe Biden,AGAINST
"CNN created a whole fcking show out of selecting Dem candidates for debate, and they're just talking about the 'Thrilla in Manilla'/ rematch between #KamalaHarris and #JoeBiden. This is why ppl have to get their news from @youtube. #shade @CNNPolitics",Joe Biden,NONE
@EvaLongoria-did @joebiden come in for a deep whiff upon yourself as well? #askingforafriend.,Joe Biden,NONE
"Democrat primary pool becomes more diluted with 23 contenders, as De Blasio announces his bid today. Methinks this benefits #Biden more than anyone else. 2020 White House",Joe Biden,FAVOR
Wait until they find out Joe Biden slept with a porn star while his wife was pregnant,Joe Biden,AGAINST
"At his campaign launch rally #JoeBiden said he would not attack other #democrat candidates for any reason. That was about a month ago. Tonight, going after #CoryBooker.",Joe Biden,AGAINST
@JoeBiden is probably so happy he doesnt have to go up against @ewarren tonight #DemocraticDebate2020,Joe Biden,NONE
"My prayers are with the #cuomobrothers, their wives, and their family! I hope the governor will run with #JoeBiden as his vice president. It would be a good ticket. I think all of America would agree. Cuomo should not let this chance pass. Wake up #DemocraticParty. #BidenCuomo",Joe Biden,FAVOR
#demdebate is #joebiden's makeup person on strike? Someone is really leaning into Obama calling him old,Joe Biden,AGAINST
"Darkness cannot drive out darkness; only light can do that. It is time for us to end the Darkness cast over this Country. Open your hearts, eyes, ears and mouths and vote #Democrat. #Biden #VoteBidenToUniteAmerica #JoeBiden",Joe Biden,FAVOR
"We're Voting Blue, but we strongly suggest @JoeBiden lose his Reefer Madness positions on cannabis. @TheDemocrats #Vote",Joe Biden,FAVOR
The LATEST on the Biden-Ukraine Corruption Scandal | Inside Judicial Watch #liberals #hillary #pelosi #dems #women via @YouTube,Joe Biden,NONE
"@mitchellreports LMBO. Really? #Biden's slip&amp;it's murder!Oh crap,kill me!I do it MAYBE 10 times a day!THAT'S Y U GET A DOG or CAT!#unconditionalLISTENING",Joe Biden,AGAINST
"I agree that there is a difference between making yourself look good by telling lies and telling a story to get a point across about something else, heroic or otherwise. The story might be slightly different but was not meant to make Biden look better.",Joe Biden,NONE
Bidens role in a tragic past & limited growth in sensitive areas. Lock the S.O.B.s Up: Joe Biden and the Era of Mass Incarceration via @NYTimes #Democrats2020,Joe Biden,AGAINST
"#JoeBiden Senior Adviser: We Dont Need White People Leading the Democratic Party LOL, so they want to elect an old white dude president? All this racism, hate and...",Joe Biden,FAVOR
