Tweet,Target,Stance
...Money alone can't buy a nomination! Remember Bloomberg back in '20? --every future political commentator #Bloomberg #BernieSanders #DemDebate #DemocraticDebates,Bernie Sanders,NONE
Bernie Sanders Introduces Bill To Ban Fracking - The Ring of Fire Network #Sanders,Bernie Sanders,NONE
Extremely moving - Bernie in real life versus how the media portrays him #Sanders,Bernie Sanders,FAVOR
Im so happy for the movement and for #BernieSanders for what we accomplished today. Get some Bernie SWAG #NevadaCaucus,Bernie Sanders,FAVOR
So Bernie Sanders...what company will want the Postal Service and have to answer to you and the rest of the corrupt members of Congress??????,Bernie Sanders,AGAINST
For those who did not see #Bernies breakfast club interview he said his platform to help African Americans would be to somehow reduce discrimination in lending + poverty programs. Here he is substituting debt(loans) for assets(reparations). This will not close the wealth gap.,Bernie Sanders,FAVOR
"#DemDebate underway. First question to #BernieSanders, who tries to sell the lie that only the 1 percent are doing well under the current economy.",Bernie Sanders,NONE
"Bernie is bought + paid for, again. He will do + say what #DNC tells him to do + say. If hey say Jump, Bernie will ask How High? PUCKER UP #Bernie #BernieSanders SUCKS #Bribery #PaidInFull #DeepStateCabal",Bernie Sanders,AGAINST
"#DNC will not do the RIGHT thing &amp; #PostponethePrimaries. I was hoping they'd change their wicked ways but I guess common decency far too much to ask of these immoral, unsympathetic, power hungry, reptilian brain monsters, who'd rather see people DIE than see #BernieSanders win.",Bernie Sanders,FAVOR
"Complicit @DNC doesnt care about Hillarys criminality hell, they PARTICIPATED in rigging/stealing nomination from #Bernie #StillSanders #NeverHillary",Bernie Sanders,FAVOR
"I believe in the people of American to have the foresight to pick #BernieSanders as their representative in the WH. A true representative of #WethePeople! With Bernie, America has a chance to become a wonderful place again. #SoSayWeAll",Bernie Sanders,FAVOR
"Seriously, Fu*k @BernieSanders What he is doing is a redux of 2016. Someone needs to shut him up for good! Bring on the Bernie dirt! Time to Vet Bernie before 2020!",Bernie Sanders,AGAINST
Carville is the mouth of the monied Dem establishment. He has been in bed with the Clintons for decades. Hilary and the DNC are sending out the attack dogs. They are scared. They should be. #BernieSanders,Bernie Sanders,FAVOR
All I know is that we need to vote the slime bag con man out of office in 2020. And that includes the #Bernie supporters...DONT STAY HOME!,Bernie Sanders,FAVOR
"Call me radically patriotic. It's time for a NEW, NEW DEAL. #ProgressiveWave @Ocasio2018 @BenJealous @BernieSanders @PplsAction @theprogressive @USProgressives",Bernie Sanders,NONE
"More like #UNRELIABLE SOURCES. A vast majority who arent yodeling in the hysteria echo chamber will gladly cast stones against DT if theres actual evidence not sideshows, political shaming, urinating, endless accusations and guilt by association. #putuporshutup already! #bernie",Bernie Sanders,NONE
#Bernie has some really good plans so you lost me at the starting gate.,Bernie Sanders,FAVOR
One more of millions of reasons to end our profit driven #healthcare system. #singlepayer #BernieSanders is still on the ballot. Vote for him in this months #NYPrimary,Bernie Sanders,FAVOR
"#BernieSanders doesn't legitimize nor support ""new age spiritual nonsense that discourages people from taking antidepressants"" and accepting this endorsement is smart as all people are invited into this Progressive movement. Necessary medications &amp; vaccinations won't go away.",Bernie Sanders,FAVOR
"Wow,what a strategy first somehow get elected a Pro-Jehadi, Anti-Isreal,Pseudo-secular #BernieSanders To do this first get him rid of his extremist Terror Pakistani supporters,becoz once gets elected he knows how to take care of promoting Jehadi Terrorism @POTUS @MichaelKugelman",Bernie Sanders,AGAINST
Supporters are in control of #NotMeUS. @BernieSanders works for US. What we do is not up to him. It is up to US.,Bernie Sanders,AGAINST
Except for #Bernie put it in his official account as some sort of win....which has now backfired because.....the left gonna #left,Bernie Sanders,AGAINST
An FBI supervisor can authorize to spy on any presidential candidate. Heads up #Bernie,Bernie Sanders,NONE
If the #DemocraticParty is unwilling to give #BernieSanders his democratically determined nomination then they should simply stop pretending that the process is democratic...,Bernie Sanders,FAVOR
#BernieSanders Your a card carrying socialist. We dont need a failed ideology in America!,Bernie Sanders,AGAINST
"I couldn't stop crying! Please vote for #Bernie #meficareforall.. We can't stand for this.. I need this for me my family my friends, but most important my son!! I've already lost myb24nyear old daughter.. Please please listen!!!",Bernie Sanders,FAVOR
#Health Insurance News: Senate should improve House coronavirus package: Sen. Bernie #Sanders #News #StayHomeSaveLives:,Bernie Sanders,NONE
So much chatter after two states of ... #Sanders vs #Buttigieg Sanders vs #Bloomberg Why? Early days. What about all the candidates between US vs THEM candidates. The #Democrats don't need to be more Republican. The Democratic party needs to pull the GOP back to where it was.,Bernie Sanders,NONE
Glad Bernie pointed out how there are in fact young African American voters #DemocraticDebate,Bernie Sanders,FAVOR
#Bernie guess Bernie didnt have fifteen $and couldnt steal it from govt @HouseGOP @TomFitton,Bernie Sanders,NONE
"Doesnt matter if youre #Republican, #liberal #democrat or anything in between, #jimacosta shouldnt be in briefings with his childish behavior. Insisting on another question, speaking over others, thinking its all about HIM. We want news, not drama. #CNN #FoxNews #SarahSanders",Bernie Sanders,AGAINST
"...others see him as President Obama's champion of equal rights, healthcare, rescuing the last #Republican economic catastrophe. But hey, #BernieSanders was one of only four (4) Senators who voted AGAINST the #MagnitskyAct, so he is apparently sympathetic to Russian Oligarchs.",Bernie Sanders,AGAINST
"The crowd at Senator Sanders event chant We are unstoppable, another world is possible. #nhpolitics #berniesanders #nhprimaries",Bernie Sanders,FAVOR
"Because @BernieSanders, as usual, per his MO, just like in 2016 refusing to concede when he clearly lost- has not condemned it. #BernieSanders",Bernie Sanders,AGAINST
"The new unreleased YouGov poll has #Yang polling at 4th place with 11% just behind #Bernie who's at 13% And guess what ? Republicans voted for Yang: 54% Independents: 25% Democrats just: 17.4% If Yang gets the nomination, he wins the general #YangGang #Yang2020",Bernie Sanders,NONE
"Everyone is entitled to their opinion, dear friend. But I would love to hear clear facts why anyone would be better than #BernieSanders",Bernie Sanders,FAVOR
".@aoc, it's shit or get off the pot time. Failing to endorse #Bernie in time to notify &amp; implore supporters to register b4 this self-serving, Dem machine, voter suppressing deadline passes is essentially a #Warren endorsement. Get it together.",Bernie Sanders,FAVOR
#Sanders doubles down on support for communist dictator Fidel Castro in '60 Minutes' interview #BernieIsACommunist #Bernie #mondaythoughts,Bernie Sanders,AGAINST
Well maybe it's time for some free shit for the many. Socialism for the bankers en billionaires by way of QE by the FED has worked out pretty well for them. So why not for the many. #Sanders,Bernie Sanders,FAVOR
Well DUH...remember when #Bernie wrote legislation for cheaper drugs from Canada and you voted against it? Just last fall,Bernie Sanders,FAVOR
I would be surprised if #Bernie is the nominee. He's got to win the South. He knows that. #BernieSanders,Bernie Sanders,FAVOR
"I wish I had seen the #DemDebate but so far, it sounds like @BernieSanders got his shots in. Anybody who saw it, what do you think?",Bernie Sanders,FAVOR
"Clearly foreign policy is something #Bernie has to reevaluate if he wants to get elected or be viewed in a favourable light internationally. Disappointing to see him support a coup through so called ""humanitarian aid"". Africa/ME/south east Asia send their regards btw.",Bernie Sanders,AGAINST
#BernieSanders A very good chat on why voting Bloomberg will bring us to our knees.,Bernie Sanders,FAVOR
Really? Was that the only part of the debate you guys payed attention to? I know you guys hate #BernieSanders but really?,Bernie Sanders,NONE
The #Democrats have managed to gang up against #BernieSanders. Again We shall watch them spew progressive ideas as if they are progressives. Bernie is the rarest bird in the Democratic forest. His ideas + movement will live on long after this stunt they pulled is over.,Bernie Sanders,FAVOR
"Take a look at the far right (naturally for me). I'm there. Typical #BernieBros, just trying to shove aside women.",Bernie Sanders,AGAINST
"I love how #Bernie still raises his hand to get called on, even when the debate is between him and one other person #DemDebate2020",Bernie Sanders,FAVOR
Thanks for the enlightenment! I now know I will never cast a vote for Bernie in any shape or form. His supporters are out of control.,Bernie Sanders,FAVOR
"Apparently you (and others) don't think fellow citizens can watch RT w/o being victims of propaganda. That is a really scary prospect. I and most of my #BernieSanders compatriots, have no problem separating propaganda from facts....it's called critical thinking. 1/ ...",Bernie Sanders,FAVOR
"No. No, this is excellent proof to combat the lie that the ""establishment is out to get him,"" and the process is ""rigged"" when #Bernie loses. No excuses now.",Bernie Sanders,AGAINST
"""I will stand with the eleven million undocumented immigrants in this country."" -@BernieSanders #DemocraticDebate",Bernie Sanders,FAVOR
"but that's it, they are standing up for big corps and so AGAINST #Sanders, and this is the only time they have to spine to fight for/against anything.",Bernie Sanders,FAVOR
"BernieSanders gained 3,873 Twitter followers in the last 6 hours, for a 0.0346% increase, with a current count of 11,178,585 followers. #2020election",Bernie Sanders,FAVOR
"Why are we being so nice. Why are we not saying it's Bernie or we burn this place down. We're voting for no one but Bernie. We've played this game before, come on. #OnlyBernie #BernieSanders #BernieSander#BernieSandersForPresident",Bernie Sanders,FAVOR
"Then you know that #bernie got shafted. And losing the popular items means nothing, b/c your campaigning for the #Electoralcolledge",Bernie Sanders,FAVOR
"Hey #CorruptDNC, here's a challenge for you. Find a better person with #Bernie s experience, that has fought for the same platform as long as #BernieSanders has and I might vote for this candidate. He doesn't change is stance for Rich corporate America. That's why we respect him.",Bernie Sanders,FAVOR
"Sanders is one of the candidates I try not to talk about on here because his supporters are awful. I don't hate him, I just don't 100 percent agree with everything. But that isn't enough for a lot of them.",Bernie Sanders,FAVOR
Deja vu all over again...#Bernie2020 Definition of a rigged system: Sanders campaign rips DNC changing debate rules for Mike Bloomberg -,Bernie Sanders,AGAINST
Exactly! #BernieSanders have been preaching about socialism all his life. Yet he own millions but dont own any none profit org to help anybody. Like his communists friends he is just another hypocrite lier! Always promising things with your money but never out of his own pocket!,Bernie Sanders,AGAINST
@BernieSanders Sometimes the VP candidate you been looking for has been right in front of you the entire time,Bernie Sanders,FAVOR
#Bernie honest question. Why did the Russians use your supporters as stooges to divide the @dnc You are not a dem so you benefited.,Bernie Sanders,AGAINST
@SenSanders @BernieSanders #BernieSanders started his life out with marriage/honeymoon in communist adversary Soviet Union! Wants 2 turn best economy perhaps ever achieved into a Gov. decides for YOU economy! Wake up people! #SuperTuesday #SouthCarolina,Bernie Sanders,AGAINST
"#GoogleAndrewYang: It's his turn to be cheated by the Democratic Party. Move over, #Bernie! #AndrewYang - the #BernieSanders of 2020.",Bernie Sanders,FAVOR
#Bernies Federal jobs and $15 / hr would do nothing for us right now. #DemDebate,Bernie Sanders,FAVOR
"Weak weak weak weak weak weak! Your #corruption is exactly why we are here. Shame on you. FIGHT or utter desolation. This is why we are #Bernie2020, you sellouts",Bernie Sanders,FAVOR
Is Zaid implying that Bernies other surrogates dont talk like normal people? Cause thats not my impression. I love the #Bernie team.,Bernie Sanders,FAVOR
The questions were not meant to imply I am against Bernie I actually support lots of progressives and am hoping Kampala Harris or Julian Castro win the nomination we need new young progressives to lead the party,Bernie Sanders,FAVOR
After the primary id's the time to unite. The people behind #Bernie 's 2016 run wants to pretend only their candidates will do but socialists and ultra libs have not had good results in placees like CA45 Orange &amp; San Diego county.,Bernie Sanders,NONE
"I just hope that when I'm @BernieSanders's age that I'm that passionate, that smart, that committed, that energetic, that knowledgable #DemocraticDebate",Bernie Sanders,FAVOR
@BernieSanders until you do not give your 2 extra houses to house illegals and support them financially for ever - you are a hollow sounding idiot.,Bernie Sanders,AGAINST
"...and then omit to start them up again, once things have calmed down. I know what sneaky Bernie is up to here ... thats why you should vote for him! #BernieSanders",Bernie Sanders,FAVOR
"@TuckerCarlson @seanhannity Bernie, I and my fellow Americans paid for Medicare, and we don't want you giving it away just to score POLETICAL POINTS!",Bernie Sanders,AGAINST
"So let me see if i have this correct #TheSquad that pushes ""diversity"" (persons of color) and ""equality"" are endorsing a white male for @POTUS Yup, that makes sense! @BernieSanders #DemocraticDebate",Bernie Sanders,NONE
"I think the reason for the drop in the stock market is #BernieSanders leading in the polls, not #covid19. If Bernie wins you can kiss the market goodbye.",Bernie Sanders,AGAINST
he cannot bring back lives in AFGHANISTAN ask the families when he voted for them did he account this would get costly now that he wants to win he has confessions go ask ALLAH for forgiveness #Bernie,Bernie Sanders,AGAINST
"#BernieSanders To Private Insurance Companies: Get Rid Of Them? 'You're Damn Right' #Election2020 candidate says, You are not going to be able to have cost-effective, universal healthcare unless you change the system, get rid of the insurance companies",Bernie Sanders,NONE
Currently watching Hillary on #Hulu &amp; just had a mental breakdown thinking of the progress our country couldve witness had we nominated &amp; elected #BernieSanders in 2016 country wasnt ready for that .. mentally rewriting history,Bernie Sanders,FAVOR
".@AOC's condemnation (ala her criticism of @politico's ""anti-Semitism"" toward @BernieSanders) will be forthcoming too, right? Cuz this is WAY worse than an insulting cartoon.",Bernie Sanders,FAVOR
We taxpayers pay for a #Sanders full-time make-up artist. Fiscally conservative GOP: Wouldn't a grocery bag w/ eye holes be cheaper?,Bernie Sanders,AGAINST
@ensoninoue just finished his run so the boys making sure he stretches down properly...bonus shower from Tamashii too . . #tamashii #bernie #ensoninoue #running #training #packlife #americanbullies,Bernie Sanders,NONE
"And now everyone, even some Republicans, are touting #Bernie 's ideas as required under this pandemic. They thought it was too much too fast and now their response is too little too late.",Bernie Sanders,NONE
Well we could start with Bernie Sanders wife who embezzled millions of dollars from the school she work at. Her problem suddenly went away after Bernie was a fake candidate during the primaries,Bernie Sanders,AGAINST
@ewarren @SenSanders share very similar points of view. It was an effective cohesive planned tactic. Well done! #DemocraticDebate,Bernie Sanders,FAVOR
"No, you haven't. But, looking at your ""Proud #BernieBro"" moniker it's understandable. Math and counting isn't really a thing with that crowd.",Bernie Sanders,AGAINST
"@NMAClark Toxic @BernieSanders, now verified as a Russian tool, can't be allowed to screw up 2018 like he did 2016.",Bernie Sanders,AGAINST
"@ElaineLuriaVA How could you possibly say that #BernieSanders ""wants free everything for everyone?"" It is a Republican talking point and shows stubborn ignorance. Maybe your district deserves a more progressive Democrat than you?",Bernie Sanders,FAVOR
Bernie has been living a life of taxpayer funded luxury for decades and the people have little to show for it. Hes been wasting the peoples time and money for way too long. #TermLimits #ByeByeBernie #Vote #RockTheVote #Election2020 #BernieSanders,Bernie Sanders,AGAINST
"Your ""MEXICO WILL PAY"" rollout is a step-by-step MASTER-SCAM by #POTUS45, a uniquely gifted felon. You deserve NO kudos for a virtuous life, but you do belong in the MASTER SWINDLERS HALL OF FAME wherever-in-Hell it is! #SlickerThanBernieMadoff Get ready Donny .",Bernie Sanders,NONE
"I trust if anyone can do it, #Bernie can do it. More importantly, I trust Bernie genuinely intends to.",Bernie Sanders,FAVOR
.@BernieSanders is an anti-American piece of shit. He wants to raise middle class #taxes. Hes hated the #USA his entire life and were supposed to believe that hes changed his way? He is a #Soviet stooge. You hear me @SenSanders? You piece of shit. #Bernie #BernieSanders #CNN,Bernie Sanders,AGAINST
"Bernie the lying racist dreamer who thinks communism is the way America should go, when has that ever worked out ????",Bernie Sanders,AGAINST
because no one outside of social media cares about #bernie and those that do know how as the socialist scum he is,Bernie Sanders,FAVOR
Fear is truly the devil. Do you guys really understand that people are legit against #BernieSanders because they are SCARED that his policies are too good to be true and could never happen?? Like how crazy is that!?,Bernie Sanders,FAVOR
Why is the DNC purposely excluding @TulsiGabbard from debating? Why hasn't @BernieSanders spoke out when she qualifies especially after she endorsed him in 2016? Why can't he prove @ewarren wrong that he does believe a woman can be president but is purposely ignoring Tulsi? #DNC,Bernie Sanders,AGAINST
"#BernieSanders is a rich, old, and angry man who does not exchange love letters with Putin but he lands himself in 2020 straight from Lenin's theories and 1917 Bolshevik revolution. #BernieSandersIsACommunist",Bernie Sanders,AGAINST
I've also never seen #Bernie as endearing. He's gravely &amp; grumbly. And he is NOT a Democrat. He's a socialist.,Bernie Sanders,AGAINST
Those of you who wonder about Government healthcare look no further than the VA under Obama. Or Denmark 70% for tax out of your paycheck 25% Sales Tax 300% import tx on goods 7 days 4 MRI results to identify a stroke. die B4 the results. @POTUS #Socialism #Bernie @SpeakerPelosi,Bernie Sanders,AGAINST
"It doesn't seem you're very familiar with the voters or what inspires them. I can't say much about Gravel, but Bernie isn't compelling for people of color and if you look at the maps, there is a lot of vulnerability there.",Bernie Sanders,AGAINST
"Bernie helped write the Affordable Care Act, and has gotten more amendments passed than any other Senator.",Bernie Sanders,NONE
"If people like Bernie believe thay should pay more taxes, then be my guest and make your annual donation. #bernie",Bernie Sanders,AGAINST
"That was a bad vote, #sanders says of opposing #gun manufacturer liability. Says he now has D minus with NRA. #DemDebate2020",Bernie Sanders,NONE
For all you #BernieSanders lovers don't be stupid--get educated on his nightmare for #America! #FreeHongKong #HongKongProtesters @MariaBartiromo #StudentsTweetPolitics #Chinese State Media Calls Mogul Jimmy Lai a Force of Evil via @BreitbartNews,Bernie Sanders,AGAINST
Bernie Sanders Fiercely Fights Homophobia on the House Floor | NowThis via @YouTube #Bernie,Bernie Sanders,FAVOR
"#Michigan voters, and anyone participating in the #MichiganPrimary, stay in line and make it happen! We did for hours here in California to get #BernieSanders the win.",Bernie Sanders,FAVOR
EXACTLY!!!!!! THE #KHive will NEVER support #Bernie so the #berniebullies can just #SuckIt ! But it really wont be any issue because his old and tired heart wont be able to handle the stress of running #Yup #GoAwayBernie,Bernie Sanders,AGAINST
"critical for a changemaker RT ""I want to congratulate @PeteButtigieg for running a strong and historic campaign, and to welcome all of his supporters into our movement. I urge them to join us in the fight for real change in this country."" - #BernieInLA #BernieSanders",Bernie Sanders,FAVOR
"Bernie, you are a mouthpiece for whatever your party is spewing on any given day. You didn't even say a word about Hillary stealing the nomination from you. That tells me that you lack principles, as well as balls and brains. Perhaps you should be the one taking the IQ test.",Bernie Sanders,AGAINST
"To pay for Bernie's dreams, all would pay 50-70% of their income in taxes, and the ""rich"" even more. If we all set aside that much of our paychecks, we could pay for our own dreams. Thanks bit no thanks, #Bernie.",Bernie Sanders,AGAINST
"Thats crazy. NO ONE IS ADVOCATING OPEN BORDERS!! THIS IS NOTHING NEW Here #Bernie Dont try to Declare this is ur Idea. #DEMS NEVER WANT OPEN BORDERS, ALL BORDERS NEED TO BE SECURE. But Has been American policy to allow a controlled amount of Asylum seekers, in Consitution @MSNBC",Bernie Sanders,AGAINST
"December 18, 2017 3:09 pmSen. Bernie Sanders: Corp. taxes would absolutely go back up if Dems win Senate in 2018 #Bernie sanders |",Bernie Sanders,NONE
Cuban Revisionism: Dont Fall For The Bernie Fairy Tale Was Castro the benevolent politician Bernie makes him out to be? #BernieSanders,Bernie Sanders,FAVOR
"NEWS #commondreams #finance #education Declaring ' #Buttigieg Is Wrong,' Bernie #Sanders Makes Case for Tuition-Free Public College and Universal Programs",Bernie Sanders,NONE
"I once again cannot stand the level of discourse in politics. We're right fucking back to ""the dems do this, the R's do that"" and more black people getting killed for being black. As soon as #Bernie left, the status quo returns, even as COVID ravages our species, w/o M4A.",Bernie Sanders,NONE
"#Bernie is right! If you want your citizens to be productive than its the Governments job to make sure they are educated, and healthy. #CNNDebate #DemDebate",Bernie Sanders,FAVOR
"Were living a nightmare where a maniac is terrorizing the world, supported by dangerously ruthless dictators. You need to understand the value of your vote in these unprecedented times, My Love. These are potentially the last days of Democracy. #Bernie #DitchMitch",Bernie Sanders,FAVOR
In search of America. Bernie's constituency in a nutshell: Simon and Garfunkel and hiphop. #BernieSanders,Bernie Sanders,FAVOR
Remember overhearing in the hallway black parents very concerned about some of the southern spots being proposed nave me not having a clue why they were worried. More later...or not #bernie,Bernie Sanders,NONE
You just know #Democrat party elites will not like this &amp; will FIX it so #BernieSanders will never be candidate WakeUp @BernieSanders the knives ( #hillaryclinton ) are coming behind your back,Bernie Sanders,AGAINST
"Ff you care about a Dem victory, you'll hit ""pause"" on the ""form your own party"" bluster. You folks claim Jill Stein cost you the election. JILL STEIN. Were Sanders to run as an independent, no Dem could win for POTUS. So get serious",Bernie Sanders,NONE
"And we have you! A weak socialist who is only in it for the money, who had a chance to win it all and gave it all away to a witch with a golden apple. #bernie #gohome",Bernie Sanders,AGAINST
The part that is not on fire has no electricity! #COpolitics #Bernie #Warren #52TRILLION,Bernie Sanders,AGAINST
I am volunteering for Jamaal Bowman for Congress. He has fought against standardized testing and other reforms that hurt public schools. He is #NotMeUs. He needs volunteers and donations for the June primary. @NYBATs @NYforSanders,Bernie Sanders,FAVOR
"I believe that. No one can mount a good defense without money, money, money. It was a reason to agree when #Bernie brought this up, I thought about the poor and people of color who are incarcerated. Don't forget ppl in jail over pot charges too. I'm leaning to full support now.",Bernie Sanders,FAVOR
I cant refute that Bernie is angry because a rich guy entered the race and hes richer than Bernie and Bernie is jealous of anyone wealthier than himself? Yeah its a pretty rich and interesting point that is definitely worth debating.,Bernie Sanders,AGAINST
She will soon move ahead of #Bernie. He's got more name recognition.,Bernie Sanders,NONE
"The #Israel government is not racist. By saying it is you call the Jews in Israel ""racist"" as they voted for #Netanyahu. If you want to talk about #Gaza - speak to #Hamas - for whom you support. You may have been born a Jew - but you are no Jew! #ShabbatShalom #BernieSanders",Bernie Sanders,AGAINST
"Remember this | Bernie Sanders 2020 | Please be sure to Donate to the Sanders Campaign &amp; remember to Follow Me, I really appreciate it @MickyOFlanagan ! | #berniesanders #blacklivesmatter #lgbt",Bernie Sanders,FAVOR
We arent bothering with your nominee but you sure do seem obsessed with #BernieSanders why dont you #Unite with us to ensure Bernie is the next president!! Lets get it done resisters!,Bernie Sanders,FAVOR
"Berny is none of them. He is just calling out a corrupt US political establishmnets. Picking just a sentence from his point, is like trading with 1min chart Peter. #BernieSanders is the last hope for USA.",Bernie Sanders,FAVOR
"Which is why @BernieSanders and @ewarren need to start picking out drapes (yes, with their spouses). America is ready to move forward and we have the two candidates that can do so. THE ONLY TWO CANDIDATES. So kiss (with their spouses) and make up. #BernieSanders #ElizabethWarren",Bernie Sanders,FAVOR
"Over all, I agree with your assessment. Spkng as a long time political operative, my objection to @SenSanders comments on #DemocraticParty is he's still not committed to it. His history is one of using the Party when it convenienced him and slagging it when that served him.",Bernie Sanders,FAVOR
"Bernie is at 35% in California. This is our moment everyone, we can make a huge difference so vote now. You can vote today at a county elections office till Tuesday, March 3rd, 2020 at 8pm. Find your voting location here: #BerniewinsCA #BernieSanders",Bernie Sanders,FAVOR
"My foremothers were farm laborers/ worked in factories. I dont have jewelry from my grandmothers since they used to sell their personal belongings to pay for their childrens school supplies/food/clothing...but I do have my vote, this Mexican-American supports #BernieSanders",Bernie Sanders,FAVOR
"One in every four seniors lives alone. Today, 1/3 of seniors feels lonely. Social isolation and loneliness negatively impact health & well-being. We will create a new office for Community Living to address social isolation. #Seniors4Sanders #Bernie",Bernie Sanders,NONE
"Bernie should run as a socialist. We're sick of his interloping. But guess what, we're not fooled again! We're donating THIS TIME, directly to candidates so Bernie can't steal our funding!! And if he persists, he'll lose anyway, and then we'll be pissed and take his senate seat.",Bernie Sanders,AGAINST
"Old ones are. Hey every other voter of color group is supporting #BernieSanders but I guess us, people of color, nor young black voters - These peoples needs and wants nor votes dont matter to you!",Bernie Sanders,AGAINST
"and ah, so much for unity - any chance they get #sandersadvisers trash the #Democrats - can someone show these folks the door (and take #bernie with you).",Bernie Sanders,AGAINST
The sport psychologist in me says that the only way to win is to believe it is possible and never stop fighting. #BernieSanders,Bernie Sanders,AGAINST
"Why @aocs endorsement of #Bernie is such a ""profoundly important and courageous move. via @krystalball in @thehill.",Bernie Sanders,FAVOR
Bernie: I am the only one who voted FOR Reconstruction. You voted against it. #DemocraticDebate,Bernie Sanders,NONE
"Here's another mentally unstable #BernieBro. Reminds me of that other BernieBro: Congressional Baseball Attempted Mass Murderer James Hodgkinson, as both posted the same unhinged, violent irrational stuff. cc: @FBI",Bernie Sanders,AGAINST
"Perez and all the other NeoLiberals don't care whatsoever about losing!! The DNC is completely at ease playing the do nothing, well paid opposition! They would literally rather lose than have either #Bernie or #Tulsi WIN for the American people!",Bernie Sanders,FAVOR
Wow they so quickly stopped Bernie from talking about Saudi Arabia holy shit #DemocraticDebate #DemDebate2020,Bernie Sanders,FAVOR
"Thank you Paul for endorsing #BernieSandersForPresident! The #BernieFamily welcomes you as a pledged delegate! Thank you again sir!! The family ask that, please #WarrenDropOut.",Bernie Sanders,FAVOR
There is still people in the USA that can't read... Sad but true. We are behind in education and behind in helping people that are in poverty #DemDebate #BernieSanders,Bernie Sanders,FAVOR
Lmao Bernie trying to shut up Klobuchar and Buttigieg by saying HOW TO WIN AN ELECTION lmao #DemDebate #DemocraticDebate,Bernie Sanders,AGAINST
I do not like #Sanders He reminds me ofTeachers I encountered in NYC Schl System Who believed all #POC were inferior to them. But should he be the nominee I will hold my nose &amp; Vote for him.,Bernie Sanders,AGAINST
"February 23, 2016 at 9:10pm Twitter Retweeted Bernie Sanders (@BernieSanders): This campaign is relying on small campaign donors, over 1,000,000 of them, 27 bucks a piece. That's who I'm indebted to. Not Wall Street.",Bernie Sanders,FAVOR
Just unfollowed another Bernie v. Hillary ranter. Stop it! You are the people who will cost us this election. Hillary Heads and Bernie Bros are two sides of the same useless coin. #Election2020,Bernie Sanders,AGAINST
How many idiots out there think she's some Russian spy? Where is your proof? Hilary Clinton? Quit smoking crack and look at how corrupt the DNC is. Tulsi doesn't play their game so they want her out that's it. Tulsi if you can't make it to the stage join #BernieSanders,Bernie Sanders,FAVOR
"Bernie Sanders Is Emerging As Favorite To Win Democratic Nomination, Insiders Warn | If the establishment 'doesnt go after him soon itll be too late,' says Democratic strategist Michael Gordon. #Sanders",Bernie Sanders,FAVOR
It's true. #BernieSanders doesn't have the political chops or instincts to be a vailable candidate. HIS young supporters are just using him as a vehicle to stressed there frustrations with everyday life.,Bernie Sanders,AGAINST
@BernieSanders @SenSanders Please have your campaign team watch this. Thank you. #BernieSanders,Bernie Sanders,NONE
"I agree with #BernieSanders on pretty much everything ideologically &amp; politically but what I don't agree with him on is trying to work with people who will never share your pov , people who hate your guts &amp; actively work to ensure that you fail",Bernie Sanders,FAVOR
I feel like we should all have this graphic in our stock tweets because it does the best job at explaining how #BernieSanders plans on paying for it all (with extra revenue on top of it),Bernie Sanders,FAVOR
Either he shows the result of the measurement or he has to tell us NOW whom his #VP candidate will be. #BernieSanders,Bernie Sanders,FAVOR
More proof that people will come to church if socialisms part of whats happening #Bernie,Bernie Sanders,AGAINST
Maybe he just didnt want to go after that community organizer and con artist who put us black People on food stamps while promoting the culture of corruption. @DNC @laurawbush @HillaryClinton @SenSchumer @AP @DWStweets @THR @BernieSanders @TheBushCenter @SenGillibrand @thehill,Bernie Sanders,NONE
Listen I'm #BernieSanders for president 110% but I think its mf ridiculous that andrew yang was shafted out of the #DemocraticDebate #AmericaNeedsYang,Bernie Sanders,FAVOR
I do not support @BernieSanders but let him run. Work for and support the candidate if your choice as I will mine. But whoever wins the nomination - as @HillaryClinton did in 2016 needs all our support in 2020. Tantrums help #individual1 and the #republikkkans,Bernie Sanders,AGAINST
"Sorry #Bernie, but #healthcare is not a right. If a ""right"" places a duty on someone else, it shouldn't be a right. #DemocraticDebate",Bernie Sanders,AGAINST
"this is what @SenSanders is constantly trying to convince the people to vote for. There is no such thing as ""democratic socialism"", just lazy people thinking they're going to get handouts. #Bernie",Bernie Sanders,FAVOR
"You know what makes my skin crawl, @Mimirocah1 , is when someone I admire, You, goes out of their lane and makes an ignorant statement like this! As an #Independent no one on the left should bash any #Democratic candidate the way you did #Bernie",Bernie Sanders,FAVOR
Lots of teachers already have. Teachers are among the most prominent employment groups of #Bernie supporters. I'm guessing part of the reason is #M4A. Here are a few more:,Bernie Sanders,FAVOR
"Praying that youre wrong. The real problem isnt that she would run, its that some #bernie voters are gonna think voting for a person who has no chance to win is the cool thing to do.",Bernie Sanders,AGAINST
Watching #PeteButtigieg &amp; #Warren going back &amp; forth w/ these purity test that have been going down for WEEKS. AND THEN #Klobuchar&amp; #Bernie joined in. Its a rumble .,Bernie Sanders,NONE
"Save a tree, cough on democrat senator boomer. #coronavirus #Sanders",Bernie Sanders,AGAINST
You're amazing. Such an inspiration! Thank you for doing your part in #OurRevolution #BernieSanders,Bernie Sanders,FAVOR
