Tweet,Target,Stance
This Poll feels more like the America I see everyday! Nearly EVERYONE I talk to stands with our @POTUS @realDonaldTrump and is SICK of the Democrats BULL SHIT! They have dug their own grave! Millions #WalkAway and join America to,Donald Trump,FAVOR
"Donald J. Trump #DonaldJTrump Federal Reserve #FederalReserve Steel &amp; Aluminum #SteelAluminum China Futures Fade China PMI Euphoria After Trump Restarts Trade War With Brazil, Argentina via",Donald Trump,AGAINST
"WE NEED TO TALK ABOUT WHAT DONALD TRUMP JUST AUTHORIZED HIMSELF TO DO. THIS IS NOT OKAY. WHILE WE HAVE NO CHOICE BUT TO WAIT, HE'S HANDING HIMSELF POWER. #DonaldTrump #coronavirus #DefenseProductionAct",Donald Trump,AGAINST
When Comey notified Trump he personally wasn't under investigation Mueller was already in place. Remember Mueller investigation was as a result of Comey's information! Request!,Donald Trump,FAVOR
He disagreed with his concept that race & gender determines class. We know #democRATS think that because the #Liberal #Elite love to preach how your color keeps you down. Utter bullshit! #HispanicsForTrump #WALKAWAY from the #democRAT Show,Donald Trump,FAVOR
This was not what I was expecting to hear. I didn't think she was smart or reasonable. However I thought she was more Progressive than her dad. #FarronCousins #IvankaTrump #DonaldTrump #spittingimage #NewYorkTimes #MaggieHaverman,Donald Trump,NONE
Thank you for the inclusion. Patriots we have to be the #RedWaveRising2018. These #Midterms2018 are one of the most important in our nation's history. We have to give @realDonaldTrump the support he needs to keep on #MAGA2018 and then #MAGA2020.,Donald Trump,FAVOR
"Last month, Trump said reaction to #coronavirus by some was ""hoax"" and the virus would be ""disappear"" soon. #DonaldTrump #COVID19",Donald Trump,AGAINST
"She is doing the right thing....And they hate it.....She is ruining their plans......To them, they could sweep it all under the rug....And call the Dems, do nothing Dems.....Their base is a base of criminals....They support one another....#CrookedTrump.",Donald Trump,AGAINST
"The pandemic is perhaps the first thing #IMPOTUS has wanted to keep his name OFF of. Too late, Bozo. You own this. #Trump",Donald Trump,AGAINST
"Kamala Harris declares candidacy for president. 1/22/2019,Los Angeles Times - #Election2020 #Trump #EnoughIsEnough #frontpage #newspapers #readlocal #FreePress #2019Today",Donald Trump,NONE
"London Mayor #SadiqKhan has attacked US President #DonaldTrump, accusing him of only caring about ""white America."" READ MORE: #NATOSummit",Donald Trump,NONE
"trump #GOP are prolife until you are born Texas violates foster children's constitutional rights to be free from an unreasonable risk of harm, ...children often age out of care more damaged than when they entered. NOT #ProLife",Donald Trump,NONE
#Trump: #NancyPelosi is a sick woman. She's got a lot of problems...a lot of mental problems.,Donald Trump,FAVOR
"The Capital Gazette, referred to @realDonaldTrump as unqualified, Ramos tweeted at the newspaper in 2015, @capgaznews could end badly (again). @FoxNews will try to make Ramos a Democrat, but he showed to be a Trump defender in this tweet. #VoteBlue2018",Donald Trump,AGAINST
"From Politico, the article states that Health Insurance Companies say that what #Trump said in his prime time speech on 3/10/20 was essentially more additions to his long list of #TrumpLies. Theres also his lie about bipartisanship since the DAMNED @GOP has said NO to helping!",Donald Trump,AGAINST
"US two-tiered justice: LIBs dont get punished for crimes they commit, #conservatives get punished for crimes they didnt commit #tcot #tlot #tlot #TeaParty #GOP #Trump",Donald Trump,FAVOR
Oh wow this #Democrat Rep. says we need illegal immigrants to mow their lawns. Damn there's a sound bite for #Trump re-election campaign. @GOPChairwoman,Donald Trump,FAVOR
You got that wrong its always been the #GOP obstructionist lead by @SenMajLdr Mitch. You said you would take responsibility for the #Trump . You cant keep your word about nothing. Mexico will pay for the wall!,Donald Trump,FAVOR
"I would not trust my child with .#trump under any conditions. Also, I would not trust my child with any trump supporter.",Donald Trump,AGAINST
"@realDonaldTrump trying to divert reporters by telling them their ratings suck. He played a millionaire on TV, where he was difficult, fucked-up every and an absolute pig...now he thinks he knows about ratings! @CNN reporter did a fantastic job calling @realDonaldTrump out.",Donald Trump,AGAINST
"John Kelly said , #Trump is not fighting for a wall. To be honest, its not a wall, they gave up on a solid concrete wall early on. Me: Trump uses the word Wall because his low IQ supporters can process it better. #Uppers #AMJoy",Donald Trump,AGAINST
"You can count on your lapdog, @senatemajldr McConnell to protect you from impeachment. Party over country. You can't win without gerrymandering, stuffing absentee ballots and Russian help. #Election2020 #GOPVotingBlue #VeteransAgainstTrump #Trump",Donald Trump,AGAINST
"Between this post and the one that says since Trump has been impeached then he can get elected to a third term, my Christmas is made. #gop #dems",Donald Trump,FAVOR
#breakingnews #potus45 trump signs exec order to cut Medicare pharmacy costs to seniors by $50billion,Donald Trump,NONE
"Right! Ask Breitbart News because they are sooo impartial! About as crooked as you. Donald, you're stretching!",Donald Trump,AGAINST
"When I see a #Conservative, #Republican or #Trump supporter all I can think of is, ""God, please don't let THAT reproduce!""",Donald Trump,AGAINST
Our president uses words of hate towards Democrats and individuals who go against his wishes or his ways. We must stop this. He is not a patriot he is trying to be a dictator #DonaldTrump #anyotherGOP2020 #AnyoneButTrump2020 @realDonaldTrump,Donald Trump,AGAINST
"At least 3 preachers have DIED from the virus, and countless others infected at churches. When are these people going to learn? Worse yet, Trump encouraging such behavior is CRIMINAL. #Trump @TheDemocrats",Donald Trump,AGAINST
A #Republican Congress or at least House and Hillary would have been less of a nightmare than #Trump. The man has to scare you.,Donald Trump,AGAINST
I thought that was the Mueller Report? Can't make up your mind? #Trump,Donald Trump,AGAINST
From my 2016 election video archive: Trump Supporters Peacefully Watch Hillary Clinton Motorcade Pass By #TeamTrump #CrookedHillary #Ambulance,Donald Trump,FAVOR
"@Thomas1774Paine Early good morning to you - is it a reality that #Ukraine has given @realDonaldTrump all emails, documents, recordings &amp; videos of the antics from the #Dems",Donald Trump,FAVOR
"What is the deal with this! So the #SpanishFlu wasnt the Spanish flu, nor the #HongKongFlu wasnt the Hong Kong flu? Wtf? This bollocks is petty... #ChineseVirus name is fine with me and I'm a #Democrat @realDonaldTrump",Donald Trump,FAVOR
"#POTUS45 Trump, a Russian asset, betrays Nation, Constitution &amp; God by manipulating the ignorant &amp; uneducated and using warped Christian &amp; patriotic values, lies and propaganda from fake news Fox. Cowardly Congress refuses to follow the rule of law and honor their oath.",Donald Trump,AGAINST
"Question: We know how Trump is ""handling"" the coronavirus crisis. If one of these men were #POTUS , who do you think would handle the crisis best?",Donald Trump,NONE
"You are talking about an #America that no longer exists. #Trump and #GOP have and are working hard to scrub out that country. America is no longer a world leader, not admired or followed, not generous, not intelligent, not rational. But most people feel sorry for us.",Donald Trump,AGAINST
"If @realDonaldTrump fails; who in their right mind would ever want to run for President other than a corrupt #Democrat #Globalist? Actually ""running for President"" is a misnomer as there would not be a free election again in America; only appointments! Like they do in China &amp;Cuba",Donald Trump,NONE
Because the world of hurt Trump would then find himself in would be astonishing to witness.,Donald Trump,AGAINST
So it would appear TRICKY DONALD TRUMP IS TRICKY DICKY NIXON x100 trying to fire anyone in the path of his nefarious activities. #VOTE,Donald Trump,AGAINST
@clairecmc I know @realDonaldTrump was mean to poor fragile #YavonovichIsAPatriot bec he's a big mean white man I don't remember you being proud of @SarahHuckabee when ridiculed endlessly by your cohorts on liberal news Or it's only #Democrat women who deserve respect?,Donald Trump,FAVOR
So I wonder if Chuck Schumer and Nancy Pelosi are still tired of winning??? Did someone say CheckMate. #CheckMate #DrainTheSwamp #InternetBillOfRights #GitmoThereAss #DeathByHanging #TrumpTrumpsDems #HoggWashPunk #WeekOfTheStorm #TicToc #DJT46 #Bread&amp;Circus #By #Trump,Donald Trump,FAVOR
So Silly it could be true @realDonaldTrump : #Trump awards self Medal of Honor for hypothetically saving everyone during school shooting via @duffelblog,Donald Trump,AGAINST
"It amazes me how quickly #republicans change their entire #moral code. Now, after a week of #trump and #republicans saying we must kill the #economy for this #virus, theyre gonna be like ... what virus. Back to work, ignoring they stopped income themselves.",Donald Trump,AGAINST
No collusion. Move on. If you dont like Trump then dont vote for him in 2020. I am,Donald Trump,FAVOR
"Why would any president of the United States of America ever retweet something this despicable?, besides the fact that he's literally a Mad man #DonaldTrump",Donald Trump,AGAINST
You guys keep floating these old photos from the Obama era and trying to pass them off as new. Yet you wonder why Trump won. Keep up the good work.,Donald Trump,FAVOR
#Democrats2020 figured their anti-#Trump propaganda is persuasive enough so they didnt need to nominate a candidate who is better than him. Talk about a race to the bottom,Donald Trump,FAVOR
compromise in the sense that even though #Trump won via #RussianCollusion they agreed to at least pretend to evaluate his #SOTUS nominee #Kavanaugh #TDS knows no bounds esp w/in #MSM,Donald Trump,AGAINST
"LOL Some people do not understand the mind of a businessman or their strategy. I get it, nothing at all unpatriotic going on here. No secret conspiracy as some would have you think. #SundayThoughts #Trump",Donald Trump,FAVOR
Most people watched Trumps rally instead. High rating too. President Trump was great with his real talk and humor boldness and compassion. The great people of Michigan pack the house. It was fantastic. #KAG2020 he has my vote.,Donald Trump,FAVOR
All the folks I know that voted for President Trump plan on voting for him again and straight republican down the line. But keep your fantasies alive. #KAG2020.,Donald Trump,FAVOR
"YES, This describes my POLITICAL motivation for wanting to see us #ImpeachTrump. Personally, I would not relish being in the same room with #TrumpCrimeFamily, I have little respect for their history of scams, not paying employees, lying, attention seeking, money laundering.",Donald Trump,AGAINST
Poll Added: Civitas in NC from 2019-08-01 to 2019-08-04 - Harris 41.0% to Trump 47.0% #Election2020,Donald Trump,NONE
"WHAT SPEECH WAS THE ASSOCIATED PRESS LISTENING TO? I heard a litany of incredible accomplishments. To ignore the #FakeNews media or the crackpot #socialists of the #Dem Party would be stupid. #Trump rehashes gripes, rips 'radical' #Dems in #2020 launch.",Donald Trump,FAVOR
"It certainly seems that many members of the #GOP caucus are attacking Mueller, the DOJ and the FBI, not simply as a way to protect Trump, but to protect themselves",Donald Trump,AGAINST
Wow @realDonaldTrump so glad that your base has grown. Winning welcome all to the Right Side.,Donald Trump,FAVOR
When you were handing out your impeachment pens Donald Trump is already closing the border to China. This virus has faded into history the unnecessary impeachment of our president. It's politicians like you that have caused Great damage to this country.@SpeakerPelosi,Donald Trump,FAVOR
"It's ALL ON YOU MR. TRUMP, NOT THE DEMS TAKE RESPONSIBILITY FOR YOUR OWN ACTIONS",Donald Trump,AGAINST
"Maybe if he himself had apologized for his insults, for ridiculing and body shaming women, people with special needs, Latino Americans, parents of war heroes and war heroes themselves then someone might feel the need to apologize to u President #Trump",Donald Trump,AGAINST
Defend the 2nd amendment! Muzzle loaders for all! 2 years mandatory enlistment in the federal militia for all 18 year olds. Ban the sale of handguns & assault weapons & their ammunition. No real hunter uses a semi-automatic rifle or a handgun to hunt. Forget #dumptrump!,Donald Trump,FAVOR
"Breaking: TRUMP HAS LOWEST GDP OF ANY PRESIDENT POST- WWII Reports come in at a meager 2.3 gdp Not only is he a global laughingstock, but screwing our economy! #FoxandFriends #gop #christianity",Donald Trump,AGAINST
Cancelling rallies will not impact Trump's re-election. He's going to win regardless!,Donald Trump,FAVOR
"TRUMP CALLING ADAM SCHIFF 'DERANGED' IS A PROJECTION OF WHAT THE PRESIDENT THINKS OF HIMSELF, SAYS PSYCHIATRIST. Spoken like a true Crowley loving #Democrat !",Donald Trump,AGAINST
"Funny to see you brag about being blocked. Trying to divert from the fact that your OP has already been proven to be a false narrative? There was no staged photo. Trump was there. Were winning, youre losing, and youre becoming completely unhinged because of it.",Donald Trump,FAVOR
"#NewBluehand #Bluehand RT realDonaldTrump: The United States has paid Iraq Billions of Dollars a year, for many years. That is on top of all else we have done for them. The people of Iraq dont want to be dominated &amp; controlled by Iran, but ultimately, that is their choice.",Donald Trump,NONE
"Trump lashes out again at minority lawmakers as House prepares to condemn racist tweets #Dems #DNC include loser for the record. If that bothers you too much, incompetent will do nicely. Bc racist isnt his worst nightmare. #CensureTrump",Donald Trump,AGAINST
Sending some love & support for you Brandon from England GB. You are on the right side of history. Don't believe the haters. #Trump #KAG2020 We Trump,Donald Trump,FAVOR
"Pres Trump: Repeats: sterilizing masks, bringing supply chains to US, China paid billions in tariffs (despite fact American importers pay the tariffs), ""not happy"" with China re virus alerts. G7 economies ""are shattered."" #Trump #coronavirus @anthonymace",Donald Trump,AGAINST
The country has had enough of @realDonaldTrump. He is a terrible at being #President. We need someone who cares about people to lead our country.,Donald Trump,AGAINST
"Trump and McConnell NEEDS to be voted out. If we cant get both, Ill take either one. #2020Elections",Donald Trump,FAVOR
"Never noticed hubby's habit prior to #WHO + #Trump saying not to touch your face, + freq wash hands b/c of #Coronavirus You wouldn't believe the laughs I've had since he's home, + I'm ""reminding"" him He growls/grumbles: I laugh hysterically",Donald Trump,NONE
"Evangelical approval of Trump remains high, but other religious groups are less supportive via @pewresearch #Election2020",Donald Trump,NONE
The most cringe worthy thing Ive seen in a while.... #POTUS #cringe #DonaldTrump #President,Donald Trump,AGAINST
"Fire, pestilence,country at war with itself: the Trump presidency is over | Robert Reich #USpolitics #riots2020 Trumps appalling tweets are last things powder keg needed.Tweets amount to incitement of more &amp;deadlier violence. #riots2020",Donald Trump,AGAINST
"No doubt Trump will want to do the same thing to DNC. Trump would then claim he is fighting the 'Deep State' and it's all Obama's fault. Meanwhile, @GOP would sit silently by supporting Trump. The #GOP will never recover from Trump, nor will the reputations of many like Graham.",Donald Trump,AGAINST
Wow... with trump's door man revealing the maid has his child and Elliott Broidy paying off pregnant playmates... It's getting clear the only conservative value this party has left is refusal to use contraceptives. #rnc #gop #trump #Republican #CohenTapes #MichaelCohen,Donald Trump,AGAINST
"#Trump is strictly doing business with the Chinese Communist government, the #Dems were busy enjoying China lobbyists corrupt money, instead of dealing with China. Sad.",Donald Trump,FAVOR
"US President Donald Trump replaces his acting chief of staff, Mick Mulvaney with Mark Meadows. #DonaldTrump #MickMulvaney #MarkMeadows #WhiteHouse #UnitedStates",Donald Trump,NONE
#FoxNews #Republican #Democrat So McLaughlin thinks POTUS is above the law? Breaking numerous laws is OK? Reps dont want to solve problems. Common sense gun control has been languishing on Moscow Mitchs desk for months. Is McLaughlin trying to get on Trumps crooked staff?,Donald Trump,AGAINST
"If people want to know why Meathead is desperately worried, ask #ElijahWood why his mother allegedly WOULD NOT ALLOW child actor Elijah to go to Reiner's after parties. #DonaldJTrump #ICE #FBI",Donald Trump,FAVOR
CNN sound bites praising China for their great Wuhan China virus response and containment are missing! #realdonaldtrump,Donald Trump,FAVOR
"To put it plainly @MikeBloomberg #DonaldTrump is a devil, the 4th beast 2 b exact, &amp; he loves 2 steal other people's $&amp; he runs the government &amp; can devise very creative ways 2 steal yours so b careful very careful indeed remember ""the LOVE of $is the root of all kinds of evil""",Donald Trump,AGAINST
Thank you for walking the @gop right off the cliff to suicide. Donald Trump is the slayer of shitty political parties and the slayer of toilet licking magatards.,Donald Trump,FAVOR
Fox News Host Urges Trump To Dump 'Toxic Chump' Rudy Giuliani #donaldtrump #rudygiuliani #foxnews,Donald Trump,AGAINST
Because #LiberalismIsAMentalDisease that is pervasive among Liberal Socialist University professors dumbing down Americas youth through indoctrination! Clean house at our schools of higher learning and lets #KAG2020 with #FullTrumpAgenda2020 Start with Congress! #DrainThatSwamp,Donald Trump,FAVOR
#BackgroundChecks #BackgroundChecksNow @realDonaldTrump #Republican #RedFlagLaws #RedFlagLaw background checks &amp; red flags laws are a #Redline with me! @NRA has 2 take a stand it's a #SlipperySlope #Government will target people how shouldn't be #WeMustFight #SecondAmendment #2a,Donald Trump,FAVOR
"#realDonaldTrump is a #RealLoser. We need to heal as a country and remove that piece of trash from our White House. Trump is the biggest reason the death toll has been so high from Covid-19. Trump wasted over 2 months, resulting in so many unnecessary death.",Donald Trump,AGAINST
"@MittRomney @SenMikeLee I'm making sure Utahns know you sold out our security in Utah (not that u have any interest in UT) and America, especially our cyber security, to Russia for money. #GOPTrumpCrimeSyndicate #GOPTraitors #GOPTaxScam #gop",Donald Trump,AGAINST
"Vote for........RON DESANTIS It's time to clean the floor, .... NEW BLOOD, NEW TRUST, A NEW BEGINNING America needs. @RepDeSantis @realDonaldTrump @seanhannity #Republican @CNN @maddow @foxandfriends",Donald Trump,NONE
"Oh REALLY don, you believe something bad happened?! Otto was murdered you dumb fuk @realDonaldTrump",Donald Trump,AGAINST
WHERE'S THE OUTRAGE? The media & #Democrats are worried &amp; beside themselves about #Covid_19 &amp; Trump's rally tomorrow. Sharpton's rally is today from 10 this morning to 11PM tonight...Media silent on COVID19. #hypocrisy,Donald Trump,FAVOR
"#Trump's doing his sadistic salt-in-wound number again. Seriously, he gets a thrill from scaring #Dems and those dependent on Medicare, Social Security, et al. I've never seen a sadist that could benefit from rehabilitation.",Donald Trump,AGAINST
"I had my baby when I was 39. She's now 9 years old. A friend of mine had her second at 46. They're now both in middle school. All our daughters are healthy, fine, intelligent, creative. What my daughter said about #DonaldTrump also applies to you: He is too stupid to be stupid.",Donald Trump,AGAINST
"Yes, Im #Trump My tweet was about people who mocked Romney when he warned how dangerous Russia was. (I had to delete and redo this tweet because I initially mixed up some names, lol thats what I get for tweeting after 2.5 hours of sleep on a plane )",Donald Trump,AGAINST
"#Trump may not know much about public health or epidemiology, but he instinctually understands how to create an other to hate, explains Research Director @JyShapiro in his latest #ViewFromWashington #coronavirus #COVID19",Donald Trump,FAVOR
These Antifa terrorists can be dealt with on local and Federal levels. POTUS is working for worldwide peace and NK needs a way to change their evil regime. Trump is a genius for realizing he has to cultivate a positive relationship with Kim to slowly bring him into reality.,Donald Trump,FAVOR
""" #Trump reportedly tells officials he'd pardon those who break law to build #BorderWall"" Hey, #Conservatives, would you put up with this crap if #Obama were #president? NO!! Jesus Christ, NO!!!",Donald Trump,AGAINST
NEWS: Stage 3 Rescue Includes $500B in Income Security Payments to Americans #Trump #News #ShareTheNews #coronavirus,Donald Trump,NONE
Socialism is a label Labels are never truly accurate (look at #Trump bailing out farmers = socialism) The #GOP ALSO label ppl &amp; call #Dems socialists after building up &amp; inflating how SCARY socialism is So GOP is using that imagery to scare the bejeezus out of their own crowd,Donald Trump,AGAINST
These #Democrat Senators have not made statements yet on #Trump Impeachment. What the heck are you waiting for? Tammy Baldwin D-WI Cory Booker D-NJ2020 Maria Cantwell D-WA Benjamin L. Cardin D-MD Thomas R. Carper D-DE Robert P. Casey Jr. D-PA Christopher A. Coons D-DE2020,Donald Trump,AGAINST
"He needs to step down. He is way out of his depth. The position of president requires an intelligent, competent person. trump is not that. He's a spoilt kid and failed gameshow host. It's tragic in this time of need, that America does not have a competent president.",Donald Trump,AGAINST
"#PedoGate: ""Barack Obamas White House granted a safe haven for sex traffickers in the United States, according to Hollywood director Jaco #Booyens, who says the #Trump White House, in comparison, has been very active in fighting trafficking~&gt; #PizzaGate",Donald Trump,FAVOR
"One reason Der Pusengrubenfuhrer Spanky McTightyWhitey @realDonaldTrump may fail to see the irony of his @POTUS proclamaion, besides it having been first established by @BarackObama, is he misunderstood directive. I suspect cartoon voice in his head variation of Wabbit Season!",Donald Trump,AGAINST
Let's have a real vote among the people on Twitter should #DonaldTrump be impeached??,Donald Trump,NONE
Over 70% of our nation believe what #Trump did was wrong &amp; criminal #BriberyAndExtortion of #Ukraine to get personal advantage over a political rival &amp; election interference from a foreign power but #GOP doesn't serve 70% of our country. Only 25% of voters are #GOP subjugating us,Donald Trump,AGAINST
New TRUMP Token Giving 62% Odds of US Presidents Reelection - CoinDesk #blockchain #cryptocurrency #crypto #DonaldTrump #Trump #2020PresidentialElection #SamBankman-Fried,Donald Trump,FAVOR
"Too little, too late. Advice everyone already knows. But its an election year and using his office for free political publicity at taxpayers expense in order to create the illusions of his competence is #POTUS @realDonaldTrumps true expertise. May God help us all!",Donald Trump,AGAINST
"No Donald. YOU & @HouseGOP OWN THE SHUTDOWN All the House #GOP had to do was pass the spending bill that the Senate sent to them as is in order to avoid a shutdown. But they added funding for Trump's wall into the bill, guaranteeing a shutdown. #GOPShutdown",Donald Trump,AGAINST
#president has authority to extend it. Top Repubs and Dems requested staffing so flags could fly at half staff until interment. @realDonaldTrump wouldnt do it until he felt social media backlash. Still hasnt mentioned @SenJohnMcCains military service since his death.,Donald Trump,AGAINST
So why wasnt your wife IMMEDIATELY escorted back to her country? #TrumpCantBlockMe,Donald Trump,AGAINST
Thank you @POTUS for loving your country and not apologizing for having a border a country of laws a sovereign country!!! @realDonaldTrump,Donald Trump,FAVOR
Having to pack 40 years of investigation does seem like a lot when you have to start it up. The media never investigated Trump. The #GOP never investigated Trump. Trump has gotten away with bad things his entire life and NO ONE has ever held him to account.,Donald Trump,AGAINST
I will be elated if they put you up against Trump. You have and always will be the king of the gaffe! and more perv,Donald Trump,FAVOR
@MorningsMaria @MariaBartiromo &amp; @ArtLafler: Since Trump became #President The USGovt is spending more &amp; collecting less taxes. .,Donald Trump,AGAINST
"Right, who's the president of #Riots? And who on earth is the president of the United States of Dystopia? #BunkerBoy #trump #USPolitics",Donald Trump,AGAINST
"Just wondering if the #USSenate is still the sacred institution it once was; this present crop of legislators @GOP have, under the shadow of their adopted idol, #DonaldTrump, left a lot to be desired in terms of honour, integrity &amp; patriotism.",Donald Trump,AGAINST
@realDonaldTrump Leadership? 6/6 Reducing #SocialDistancing in some counties may well prove to be #CrimesAgainstHumanity. A great legacy as #POTUS. This looks like you are willing to sacrifice your own base for political gain. #ShameOnYou.,Donald Trump,AGAINST
"There were plenty against Obama too but Democrats are like nothing to see here the hypocrisy is pathetic! Democrats act like President Trump isnt President, give me a Break! TDS is REAL!!",Donald Trump,FAVOR
"I agree with Helen Raleigh in her op-ed today @FoxNews where she says, The Squad is now the face of the #DemocraticParty and that means @realDonaldTrump will win in #Election2020. #KeepAmericaGreat",Donald Trump,FAVOR
This sounds overly simplified but everything and I mean EVERYTHING they are accusing President Trump of doing they are doing themselves. Talk about projecting. Its been in the liberal deep state playbook for decades.,Donald Trump,NONE
They are desperate and corrupt. They will do anything and everything to win. THEY ARE GOING TO CHEAT. In more ways then one. They have been working on this since the day President @realDonaldTrump beat Crooked Hillary,Donald Trump,FAVOR
I have to start checking auto correct before I hit send (right instead of fight) although it may have been subliminal because @JayWeber3 and the rest of the team on @newstalk1130 are always fighting the good fight - keep it up #Trump,Donald Trump,FAVOR
For everyone who says debates dont matter: At some point the #Dems have to find a candidate who can debate #Trump toe-to-toe #DemDebate,Donald Trump,AGAINST
#Trump is the toilet of the world that just keeps on backing up.. #ChineseVirus #Incitement #covid19us #COVID19,Donald Trump,AGAINST
@SenSchumer you really made a fool of yourself You had the opportunity to NOT support the SHAM of the House #Dems So I expect that your fragile legacy will end up like @SpeakerPelosi Signed @realDonaldTrump PS: Great job working with @NYGovCuomo to drive out residents,Donald Trump,FAVOR
"#POTUS Health? Important. His Attractiveness? Inconsequential. As tempting as it is, don't result to #FatShaming and #Bullying. There are more than enough issues to confront #Trump on without *becoming* him. Don't be lower than #PresidentPlump",Donald Trump,AGAINST
You must be one of the pedophiles President Trump has not got around to arresting yet!! Its coming!!,Donald Trump,FAVOR
"The Watchers in #DragonQuest11 remind me of #DonaldTrump ... except they're the good guys. So the likeness isn't how they behave, it's how they talk (asyndeton, epistrophe, general simplicity). They also look the part.",Donald Trump,AGAINST
"Wanna see a real rager of a party? The replies to this one. Rose twitter, #MAGA, #NeverTrump, tankies, liberals, centrists, anarchists, all partying together, on the third keg and a half hour before the police raid.",Donald Trump,AGAINST
Trump appeared to snub Pelosi's offered handshake. She ripped up his speech when he was done. we know he does not have integrity stay with head up gird we all know how disgraceful he is #NancyPelosiIs #dontWATCHhim #donaldtrumpracist #Donaldtrump,Donald Trump,AGAINST
Not all elections are created equally. Theres much more tolerance for lower office than the singular job. Not saying I agree but you have the same country that actually elected Trump so.....,Donald Trump,AGAINST
"Worlds collide: #KhizrKan, known for his appearance at the 2016 #DemocraticParty convention, has enlisted in the fight against @realDonaldTrump's nomination of #thomasfarr to the federal bench in ENC.",Donald Trump,NONE
"#GOPshutdown is a #Republican dereliction of duty. @RandPaul is part of the problem. #GOP won the last elections for the Senate, House &amp; the White House: Your job is to govern. GOP have FAILED the America People. #GovernOrGo #Trump",Donald Trump,AGAINST
BREITBART - #Asia #Health #Politics Donald Trump Backs Australian Demands for a Chinese Coronavirus Probe,Donald Trump,NONE
"@realDonaldTrump Was just thinking about the CoronaVirus-19 &amp; also the unfair trade war China has waged against the USA. We really need to revisit your prior #POTUS45 trade wins against China &amp; reconsider their retaliation &amp; renegotiate reconsider, strike back now. Hit'em Coach",Donald Trump,FAVOR
"Lol, you act like your opinion matters. Nobody gives 2 shits about what you or your Hollywood buddies think!!! #KeepAmericaGreat #Trump",Donald Trump,FAVOR
"I knew Zuck was smart but I didn't realize he was a GENIUS! Pocahontas's Socialism is National and Economic Suicide. As Trump recently put it, Socialism is about one thing only power to a ruling class. #TX22 #Dems",Donald Trump,FAVOR
"Ominous Trump Trial Warning To Republican #Gop Americans deserve honesty, truth, and justice from this and all impeachment proceedings. It is the very least we should accept. Instead we hear the GOP parroting Putin Propaganda and that must stop!",Donald Trump,AGAINST
"Senators shd remember they are public servants paid w/taxpayers $, elected by the ppl for the ppl. They do not work for #DonaldTrump they work for Americans. They take an oath of office 2 uphold the Constitution. Country over party. @SenMcSallyAZ has amnesia &amp; needs 2b voted out.",Donald Trump,AGAINST
"Hey @KellyannePolls #Trump isnt working in the WH, hes tweeting in the WH. I DARE you to answer a question straight! Maybe if Trump kept his word &amp; demonstrated some integrity, Congress would be in Washington to deal. No Wall, but how bout a fence to mark the boundaries?",Donald Trump,AGAINST
#Trump rants and raves like a beast in a cage Live-tweeting his meltdown in impotent rage Each tweet adds a brick to the wall he has built Projecting his crimes and confirming his guilt,Donald Trump,AGAINST
LiarDo you not know we have your tweets and videos of the press conferences?? You surely cant be that DUMB?? Tweets are forever. #Impotus #liarinchief #donothingdonald #Trump,Donald Trump,AGAINST
Coronavirus: Fauci warns Americans will be home for several weeks as he contradicts Trumps hopes for miracle malaria drug #SmartNews #NotMyPresident,Donald Trump,AGAINST
"and payback for #DEM #Impeachment. Only 77,000 votes in 3 key states (PA/MI/WI) determined outcome of #2016Election, so he estimates !00,000-240,000 in blue states will clinch #2020Election. #Trumpdemic",Donald Trump,FAVOR
"Are YOU sure! (""President .@realDonaldTrump's son-in-law was previously working under the highest level of interim clearances. As of Tuesday, .@jaredkushner's downgraded status prevents him from seeing top secret documents and #President's daily intelligence briefing. "")",Donald Trump,AGAINST
You are the best RT @GSKStrategy: Albania - The Nacro dictatorship Rama at the edge of Europe #trump #europeanunion #tirane,Donald Trump,NONE
"There is no excuse, no reason whatsoever that any #GOP member should still be supporting tRump, given all that we know about his voluminous criminal actions over the past 3.5 years. Anyone still defending him is as much a traitor as he is.",Donald Trump,AGAINST
If you think 9/11 was corrupt then you will know #donaldtrump is starting this war over #oil,Donald Trump,AGAINST
"Senator #JohnCornyn blocked you , I wont. Im voting against @JohnCornyn as he supports #Trump voting against him #2020Elections",Donald Trump,AGAINST
"You mean that pay that some of them aren't even collecting right now because of the #Trump ? Hold his feet to the fire, Chuck! Not one penny for that stupid wall!",Donald Trump,AGAINST
CDC Issues Hong Kong Travel Advisory; Dems Demand Trump Reimburse States Battling Coronavirus | Zero Hedge #COVID19 #Dems,Donald Trump,NONE
@realDonaldTrump turns his back on US workers as companies force American employees to train their foreign replacements. #Maga2020 #FactCheck @gop,Donald Trump,AGAINST
She is a dem. You seem like a Russian Bot though. You keep using the same anti-Trump talking point. #DemocraticDebate #DemDebate5 #DemDebate,Donald Trump,FAVOR
"It's the biggest in American history. Reason being, it's Globally sponsored by Foreign oligarchs, bent on our Republic being destroyed. Trump, inserted by God Himself, has gummed up the timetable of these Globalists, which accounts for the all-out assault from the Left.#KAG2020",Donald Trump,FAVOR
#Election2020 OpEd: Democratic Party will not win presidency w an extreme left wing candidate They will lose Inds Dems and Republicans that dont want to vote for #Trump again - Many will stay home and as a result Dems will succeed in giving @realDonaldTrump a 2nd term,Donald Trump,AGAINST
